"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","155","38","193"
"National","eastern cape","Amathole DM","Private Health","Male","98","19","117"
"National","eastern cape","Amathole DM","Public Health","Female","13853","4524","18377"
"National","eastern cape","Amathole DM","Public Health","Male","11719","3772","15491"
"National","eastern cape","A Nzo DM","Public Health","Female","29786","14206","43992"
"National","eastern cape","A Nzo DM","Public Health","Male","25786","10532","36318"
"National","eastern cape","Buffalo City MM","Private Health","Female","2898","1194","4092"
"National","eastern cape","Buffalo City MM","Private Health","Male","2362","912","3274"
"National","eastern cape","Buffalo City MM","Public Health","Female","16073","8995","25068"
"National","eastern cape","Buffalo City MM","Public Health","Male","12366","6135","18501"
"National","eastern cape","C Hani DM","Private Health","Female","227","103","330"
"National","eastern cape","C Hani DM","Private Health","Male","162","74","236"
"National","eastern cape","C Hani DM","Public Health","Female","14025","3627","17652"
"National","eastern cape","C Hani DM","Public Health","Male","11271","2635","13906"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","663","368","1031"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","509","219","728"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7885","2699","10584"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7063","2146","9209"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4158","2089","6247"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3729","1735","5464"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15728","6426","22154"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12239","4509","16748"
"National","eastern cape","O Tambo DM","Private Health","Female","317","122","439"
"National","eastern cape","O Tambo DM","Private Health","Male","253","113","366"
"National","eastern cape","O Tambo DM","Public Health","Female","43799","16730","60529"
"National","eastern cape","O Tambo DM","Public Health","Male","36605","12414","49019"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1598","1095","2693"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1382","826","2208"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9660","5337","14997"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8123","3948","12071"
"National","free state","Fezile Dabi DM","Private Health","Female","475","346","821"
"National","free state","Fezile Dabi DM","Private Health","Male","451","287","738"
"National","free state","Fezile Dabi DM","Public Health","Female","13320","4944","18264"
"National","free state","Fezile Dabi DM","Public Health","Male","10830","3579","14409"
"National","free state","Lejweleputswa DM","Private Health","Female","3833","1474","5307"
"National","free state","Lejweleputswa DM","Private Health","Male","3069","1109","4178"
"National","free state","Lejweleputswa DM","Public Health","Female","14183","5282","19465"
"National","free state","Lejweleputswa DM","Public Health","Male","12149","3709","15858"
"National","free state","Mangaung MM","Private Health","Female","2914","1698","4612"
"National","free state","Mangaung MM","Private Health","Male","2422","1292","3714"
"National","free state","Mangaung MM","Public Health","Female","23660","13921","37581"
"National","free state","Mangaung MM","Public Health","Male","21135","11203","32338"
"National","free state","T Mofutsanyana DM","Private Health","Female","1877","1142","3019"
"National","free state","T Mofutsanyana DM","Private Health","Male","1599","926","2525"
"National","free state","T Mofutsanyana DM","Public Health","Female","27076","15495","42571"
"National","free state","T Mofutsanyana DM","Public Health","Male","23216","11638","34854"
"National","free state","Xhariep DM","Public Health","Female","4300","1198","5498"
"National","free state","Xhariep DM","Public Health","Male","3522","797","4319"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10948","6670","17618"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10081","5661","15742"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41193","15373","56566"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32488","11162","43650"
"National","gauteng","Johannesburg MM","Private Health","Female","25638","13882","39520"
"National","gauteng","Johannesburg MM","Private Health","Male","23408","12031","35439"
"National","gauteng","Johannesburg MM","Public Health","Female","46775","16936","63711"
"National","gauteng","Johannesburg MM","Public Health","Male","37831","13200","51031"
"National","gauteng","Sedibeng DM","Private Health","Female","1613","1028","2641"
"National","gauteng","Sedibeng DM","Private Health","Male","1453","707","2160"
"National","gauteng","Sedibeng DM","Public Health","Female","13932","5956","19888"
"National","gauteng","Sedibeng DM","Public Health","Male","10941","4565","15506"
"National","gauteng","Tshwane MM","Private Health","Female","11675","6703","18378"
"National","gauteng","Tshwane MM","Private Health","Male","11081","6044","17125"
"National","gauteng","Tshwane MM","Public Health","Female","40054","18647","58701"
"National","gauteng","Tshwane MM","Public Health","Male","30904","13052","43956"
"National","gauteng","West Rand DM","Private Health","Female","2211","1521","3732"
"National","gauteng","West Rand DM","Private Health","Male","1840","1236","3076"
"National","gauteng","West Rand DM","Public Health","Female","17570","8791","26361"
"National","gauteng","West Rand DM","Public Health","Male","14385","6578","20963"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","216","73","289"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","185","57","242"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6620","2845","9465"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4243","1743","5986"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11973","7061","19034"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11114","6220","17334"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14505","5529","20034"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11804","4417","16221"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","366","170","536"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","348","137","485"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13087","7771","20858"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10241","5620","15861"
"National","kwazulu-natal","iLembe DM","Private Health","Female","554","336","890"
"National","kwazulu-natal","iLembe DM","Private Health","Male","490","284","774"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8427","4157","12584"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4974","2211","7185"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","339","136","475"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","313","96","409"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12496","5092","17588"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8092","3105","11197"
"National","kwazulu-natal","Ugu DM","Private Health","Female","905","563","1468"
"National","kwazulu-natal","Ugu DM","Private Health","Male","721","429","1150"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12449","5128","17577"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8017","2743","10760"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1644","853","2497"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1518","774","2292"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12563","4962","17525"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8700","3038","11738"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","26","7","33"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20632","10264","30896"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","13099","5402","18501"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","59","19","78"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","34","14","48"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","15014","6370","21384"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9271","3463","12734"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","286","123","409"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","187","78","265"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15461","6948","22409"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10421","4063","14484"
"National","kwazulu-natal","Zululand DM","Private Health","Female","60","7","67"
"National","kwazulu-natal","Zululand DM","Private Health","Male","48","4","52"
"National","kwazulu-natal","Zululand DM","Public Health","Female","24397","12986","37383"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17526","8188","25714"
"National","limpopo","Capricorn DM","Private Health","Female","2635","1413","4048"
"National","limpopo","Capricorn DM","Private Health","Male","2153","1064","3217"
"National","limpopo","Capricorn DM","Public Health","Female","33962","13627","47589"
"National","limpopo","Capricorn DM","Public Health","Male","29348","10282","39630"
"National","limpopo","Mopani DM","Private Health","Female","981","485","1466"
"National","limpopo","Mopani DM","Private Health","Male","852","404","1256"
"National","limpopo","Mopani DM","Public Health","Female","36084","11997","48081"
"National","limpopo","Mopani DM","Public Health","Male","29652","8552","38204"
"National","limpopo","Sekhukhune DM","Private Health","Female","846","411","1257"
"National","limpopo","Sekhukhune DM","Private Health","Male","837","319","1156"
"National","limpopo","Sekhukhune DM","Public Health","Female","25373","9552","34925"
"National","limpopo","Sekhukhune DM","Public Health","Male","25038","8084","33122"
"National","limpopo","Vhembe DM","Private Health","Female","5969","2525","8494"
"National","limpopo","Vhembe DM","Private Health","Male","4092","1484","5576"
"National","limpopo","Vhembe DM","Public Health","Female","32541","10338","42879"
"National","limpopo","Vhembe DM","Public Health","Male","27064","7373","34437"
"National","limpopo","Waterberg DM","Private Health","Female","1264","514","1778"
"National","limpopo","Waterberg DM","Private Health","Male","1141","442","1583"
"National","limpopo","Waterberg DM","Public Health","Female","16345","6355","22700"
"National","limpopo","Waterberg DM","Public Health","Male","13526","4618","18144"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2053","958","3011"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1743","847","2590"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","45526","17763","63289"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","34548","11326","45874"
"National","mpumalanga","G Sibande DM","Private Health","Female","706","275","981"
"National","mpumalanga","G Sibande DM","Private Health","Male","600","251","851"
"National","mpumalanga","G Sibande DM","Public Health","Female","15537","5886","21423"
"National","mpumalanga","G Sibande DM","Public Health","Male","11944","4002","15946"
"National","mpumalanga","Nkangala DM","Private Health","Female","1077","449","1526"
"National","mpumalanga","Nkangala DM","Private Health","Male","1021","401","1422"
"National","mpumalanga","Nkangala DM","Public Health","Female","16302","6247","22549"
"National","mpumalanga","Nkangala DM","Public Health","Male","17064","5221","22285"
"National","northern cape","Frances Baard DM","Private Health","Female","1258","629","1887"
"National","northern cape","Frances Baard DM","Private Health","Male","1198","515","1713"
"National","northern cape","Frances Baard DM","Public Health","Female","6314","2782","9096"
"National","northern cape","Frances Baard DM","Public Health","Male","5063","2081","7144"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","319","200","519"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","277","144","421"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3101","1119","4220"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2387","839","3226"
"National","northern cape","Namakwa DM","Private Health","Female","168","98","266"
"National","northern cape","Namakwa DM","Private Health","Male","156","72","228"
"National","northern cape","Namakwa DM","Public Health","Female","1563","575","2138"
"National","northern cape","Namakwa DM","Public Health","Male","1252","440","1692"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3654","1617","5271"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2785","1153","3938"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","323","110","433"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","266","78","344"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3562","1497","5059"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2829","1062","3891"
"National","north west","Bojanala Platinum DM","Private Health","Female","2489","1191","3680"
"National","north west","Bojanala Platinum DM","Private Health","Male","2264","991","3255"
"National","north west","Bojanala Platinum DM","Public Health","Female","30040","12345","42385"
"National","north west","Bojanala Platinum DM","Public Health","Male","24624","8946","33570"
"National","north west","Dr K Kaunda DM","Private Health","Female","1379","671","2050"
"National","north west","Dr K Kaunda DM","Private Health","Male","1160","538","1698"
"National","north west","Dr K Kaunda DM","Public Health","Female","12773","4478","17251"
"National","north west","Dr K Kaunda DM","Public Health","Male","10376","3333","13709"
"National","north west","Ngaka Modiri Molema DM","Private Health","Female","917","380","1297"
"National","north west","Ngaka Modiri Molema DM","Private Health","Male","823","368","1191"
"National","north west","Ngaka Modiri Molema DM","Public Health","Female","20712","7114","27826"
"National","north west","Ngaka Modiri Molema DM","Public Health","Male","17169","5097","22266"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Female","248","136","384"
"National","north west","Ruth Segomotsi Mompati DM","Private Health","Male","341","120","461"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Female","13358","3811","17169"
"National","north west","Ruth Segomotsi Mompati DM","Public Health","Male","11764","3018","14782"
"National","western cape","Cape Town MM","Private Health","Female","17055","9436","26491"
"National","western cape","Cape Town MM","Private Health","Male","15477","8204","23681"
"National","western cape","Cape Town MM","Public Health","Female","29974","10504","40478"
"National","western cape","Cape Town MM","Public Health","Male","25265","9025","34290"
"National","western cape","Cape Winelands DM","Private Health","Female","2968","1598","4566"
"National","western cape","Cape Winelands DM","Private Health","Male","2679","1403","4082"
"National","western cape","Cape Winelands DM","Public Health","Female","6304","2371","8675"
"National","western cape","Cape Winelands DM","Public Health","Male","5387","1861","7248"
"National","western cape","Central Karoo DM","Private Health","Female","72","42","114"
"National","western cape","Central Karoo DM","Private Health","Male","61","27","88"
"National","western cape","Central Karoo DM","Public Health","Female","757","344","1101"
"National","western cape","Central Karoo DM","Public Health","Male","578","256","834"
"National","western cape","Garden Route DM","Private Health","Female","1133","629","1762"
"National","western cape","Garden Route DM","Private Health","Male","1036","538","1574"
"National","western cape","Garden Route DM","Public Health","Female","5207","1828","7035"
"National","western cape","Garden Route DM","Public Health","Male","4352","1378","5730"
"National","western cape","Overberg DM","Private Health","Female","554","290","844"
"National","western cape","Overberg DM","Private Health","Male","495","234","729"
"National","western cape","Overberg DM","Public Health","Female","2508","716","3224"
"National","western cape","Overberg DM","Public Health","Male","1932","546","2478"
"National","western cape","West Coast DM","Private Health","Female","878","454","1332"
"National","western cape","West Coast DM","Private Health","Male","851","404","1255"
"National","western cape","West Coast DM","Public Health","Female","3327","1230","4557"
"National","western cape","West Coast DM","Public Health","Male","2811","918","3729"
