"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","156","38","194"
"National","eastern cape","Amathole DM","Private Health","Male","98","19","117"
"National","eastern cape","Amathole DM","Public Health","Female","13844","4521","18365"
"National","eastern cape","Amathole DM","Public Health","Male","11731","3775","15506"
"National","eastern cape","A Nzo DM","Public Health","Female","29815","14176","43991"
"National","eastern cape","A Nzo DM","Public Health","Male","25790","10525","36315"
"National","eastern cape","Buffalo City MM","Private Health","Female","2905","1197","4102"
"National","eastern cape","Buffalo City MM","Private Health","Male","2366","913","3279"
"National","eastern cape","Buffalo City MM","Public Health","Female","16079","8991","25070"
"National","eastern cape","Buffalo City MM","Public Health","Male","12372","6123","18495"
"National","eastern cape","C Hani DM","Private Health","Female","227","103","330"
"National","eastern cape","C Hani DM","Private Health","Male","162","74","236"
"National","eastern cape","C Hani DM","Public Health","Female","14039","3631","17670"
"National","eastern cape","C Hani DM","Public Health","Male","11282","2640","13922"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","665","368","1033"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","512","219","731"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7897","2702","10599"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7070","2147","9217"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4165","2092","6257"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3737","1738","5475"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15747","6438","22185"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12252","4517","16769"
"National","eastern cape","O Tambo DM","Private Health","Female","318","122","440"
"National","eastern cape","O Tambo DM","Private Health","Male","254","113","367"
"National","eastern cape","O Tambo DM","Public Health","Female","43863","16746","60609"
"National","eastern cape","O Tambo DM","Public Health","Male","36655","12428","49083"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1599","1095","2694"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1384","828","2212"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9675","5341","15016"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8136","3950","12086"
"National","free state","Fezile Dabi DM","Private Health","Female","475","346","821"
"National","free state","Fezile Dabi DM","Private Health","Male","451","287","738"
"National","free state","Fezile Dabi DM","Public Health","Female","13333","4942","18275"
"National","free state","Fezile Dabi DM","Public Health","Male","10838","3578","14416"
"National","free state","Lejweleputswa DM","Private Health","Female","3844","1477","5321"
"National","free state","Lejweleputswa DM","Private Health","Male","3072","1110","4182"
"National","free state","Lejweleputswa DM","Public Health","Female","14200","5288","19488"
"National","free state","Lejweleputswa DM","Public Health","Male","12152","3710","15862"
"National","free state","Mangaung MM","Private Health","Female","2916","1699","4615"
"National","free state","Mangaung MM","Private Health","Male","2422","1292","3714"
"National","free state","Mangaung MM","Public Health","Female","23696","13941","37637"
"National","free state","Mangaung MM","Public Health","Male","21151","11210","32361"
"National","free state","T Mofutsanyana DM","Private Health","Female","1881","1143","3024"
"National","free state","T Mofutsanyana DM","Private Health","Male","1600","926","2526"
"National","free state","T Mofutsanyana DM","Public Health","Female","27107","15512","42619"
"National","free state","T Mofutsanyana DM","Public Health","Male","23237","11646","34883"
"National","free state","Xhariep DM","Public Health","Female","4305","1198","5503"
"National","free state","Xhariep DM","Public Health","Male","3527","796","4323"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10968","6680","17648"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10092","5658","15750"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41239","15391","56630"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32513","11163","43676"
"National","gauteng","Johannesburg MM","Private Health","Female","25658","13896","39554"
"National","gauteng","Johannesburg MM","Private Health","Male","23433","12044","35477"
"National","gauteng","Johannesburg MM","Public Health","Female","46829","16946","63775"
"National","gauteng","Johannesburg MM","Public Health","Male","37860","13201","51061"
"National","gauteng","Sedibeng DM","Private Health","Female","1615","1027","2642"
