"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102706"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119667"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","71996"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107462"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51358"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165468"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211686"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90714"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81196"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","75927"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153459"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144711"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33340"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","324322"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","556976"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102486"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","467757"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107610"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","79981"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","343316"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58685"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63507"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102746"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67705"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141158"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102510"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97503"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96739"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98850"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","273975"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","244780"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186197"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","243766"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136192"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","414258"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","188853"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","231988"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71812"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41596"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16363"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28244"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","58896"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","295481"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109242"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","200961"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110533"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","432576"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121538"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6832"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","77970"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47473"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68583"
"Pfizer","eastern cape","Amathole DM","12-17 Years","8353"
"Pfizer","eastern cape","Amathole DM","Adults","148307"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","24701"
"Pfizer","eastern cape","A Nzo DM","Adults","101990"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17224"
"Pfizer","eastern cape","Buffalo City MM","Adults","210888"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6448"
"Pfizer","eastern cape","C Hani DM","Adults","118722"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5436"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","55949"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14785"
