"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860185","0","150543","1010728"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464237","0","93224","557461"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1421571","0","207067","1628638"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1158192","0","180105","1338297"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1050723","0","151064","1201787"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","813175","0","127481","940656"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207447","0","34454","241901"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692739","0","113078","805817"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","660358","0","111523","771881"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60872","0","24221","85093"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137576","0","65388","202964"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1354862","1140863","247123","2742848"
"Pfizer","National","eastern cape","12-17 Years","294795","117570","0","412365"
"Pfizer","National","free state","12-17 Years","170207","80101","0","250308"
"Pfizer","National","free state","Adults","681918","599606","142457","1423981"
"Pfizer","National","gauteng","12-17 Years","386395","169845","18","556258"
"Pfizer","National","gauteng","Adults","3937268","3413724","681685","8032677"
"Pfizer","National","kwazulu-natal","Adults","2002635","1667446","336249","4006330"
"Pfizer","National","kwazulu-natal","12-17 Years","293829","133612","9","427450"
"Pfizer","National","limpopo","Adults","1054528","885767","175919","2116214"
"Pfizer","National","limpopo","12-17 Years","289902","99846","2","389750"
"Pfizer","National","mpumalanga","12-17 Years","148222","53508","0","201730"
"Pfizer","National","mpumalanga","Adults","581820","479386","108270","1169476"
"Pfizer","National","northern cape","12-17 Years","36505","15018","0","51523"
"Pfizer","National","northern cape","Adults","228710","195376","36577","460663"
"Pfizer","National","north west","12-17 Years","150610","52571","4","203185"
"Pfizer","National","north west","Adults","628238","543084","112463","1283785"
"Pfizer","National","western cape","12-17 Years","131865","54310","3","186178"
"Pfizer","National","western cape","Adults","2131104","1872575","490984","4494663"
