"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","3"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","5"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","10"
"Janssen Vaccines & Prevention B.V","western cape","Adults","2"
"Pfizer","eastern cape","Adults","0"
"Pfizer","free state","Adults","1"
"Pfizer","gauteng","Adults","4"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","3"
"Pfizer","limpopo","Adults","0"
"Pfizer","north west","12-17 Years","2"
"Pfizer","north west","Adults","30"
