"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","913762"
"Janssen Vaccines & Prevention B.V","free state","Adults","485465"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1534846"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1233326"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1075769"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","819644"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214251"
"Janssen Vaccines & Prevention B.V","north west","Adults","711424"
"Janssen Vaccines & Prevention B.V","western cape","Adults","747698"
"Pfizer","eastern cape","12-17 Years","95292"
"Pfizer","eastern cape","Adults","1117838"
"Pfizer","free state","12-17 Years","77644"
"Pfizer","free state","Adults","587972"
"Pfizer","gauteng","12-17 Years","169587"
"Pfizer","gauteng","Adults","3371790"
"Pfizer","kwazulu-natal","12-17 Years","120567"
"Pfizer","kwazulu-natal","Adults","1635138"
"Pfizer","limpopo","12-17 Years","91593"
"Pfizer","limpopo","Adults","872477"
"Pfizer","mpumalanga","12-17 Years","46302"
"Pfizer","mpumalanga","Adults","467952"
"Pfizer","northern cape","12-17 Years","11627"
"Pfizer","northern cape","Adults","191970"
"Pfizer","north west","12-17 Years","52504"
"Pfizer","north west","Adults","536625"
"Pfizer","western cape","12-17 Years","52396"
"Pfizer","western cape","Adults","1856276"
