"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","369"
"Janssen Vaccines & Prevention B.V","free state","Adults","92"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","658"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","544"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","329"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","713"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","92"
"Janssen Vaccines & Prevention B.V","north west","Adults","153"
"Janssen Vaccines & Prevention B.V","western cape","Adults","182"
"Pfizer","eastern cape","12-17 Years","211"
"Pfizer","eastern cape","Adults","636"
"Pfizer","free state","12-17 Years","192"
"Pfizer","free state","Adults","221"
"Pfizer","gauteng","12-17 Years","413"
"Pfizer","gauteng","Adults","1064"
"Pfizer","kwazulu-natal","12-17 Years","346"
"Pfizer","kwazulu-natal","Adults","842"
"Pfizer","limpopo","12-17 Years","419"
"Pfizer","limpopo","Adults","338"
"Pfizer","mpumalanga","12-17 Years","178"
"Pfizer","mpumalanga","Adults","500"
"Pfizer","northern cape","12-17 Years","44"
"Pfizer","northern cape","Adults","149"
"Pfizer","north west","12-17 Years","135"
"Pfizer","north west","Adults","205"
"Pfizer","western cape","12-17 Years","110"
"Pfizer","western cape","Adults","359"
