"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","369","0","761","1130"
"Janssen Vaccines & Prevention B.V","free state","Adults","92","0","220","312"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","658","0","440","1098"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","544","0","589","1133"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","329","0","539","868"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","713","0","746","1459"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","92","0","202","294"
"Janssen Vaccines & Prevention B.V","north west","Adults","153","0","157","310"
"Janssen Vaccines & Prevention B.V","western cape","Adults","182","0","257","439"
"Pfizer","eastern cape","12-17 Years","253","211","0","464"
"Pfizer","eastern cape","Adults","479","636","1303","2418"
"Pfizer","free state","12-17 Years","134","192","0","326"
"Pfizer","free state","Adults","153","221","345","719"
"Pfizer","gauteng","12-17 Years","271","413","0","684"
"Pfizer","gauteng","Adults","866","1064","1157","3087"
"Pfizer","kwazulu-natal","12-17 Years","363","346","0","709"
"Pfizer","kwazulu-natal","Adults","708","842","810","2360"
"Pfizer","limpopo","12-17 Years","567","419","0","986"
"Pfizer","limpopo","Adults","296","338","474","1108"
"Pfizer","mpumalanga","12-17 Years","144","178","0","322"
"Pfizer","mpumalanga","Adults","205","500","488","1193"
"Pfizer","northern cape","12-17 Years","39","44","0","83"
"Pfizer","northern cape","Adults","133","149","273","555"
"Pfizer","north west","12-17 Years","34","135","0","169"
"Pfizer","north west","Adults","122","205","229","556"
"Pfizer","western cape","12-17 Years","212","110","0","322"
"Pfizer","western cape","Adults","238","359","768","1365"
