"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","212"
"Janssen Vaccines & Prevention B.V","free state","Adults","27"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","415"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","152"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","76"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","85"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","37"
"Janssen Vaccines & Prevention B.V","north west","Adults","60"
"Janssen Vaccines & Prevention B.V","western cape","Adults","134"
"Pfizer","eastern cape","12-17 Years","127"
"Pfizer","eastern cape","Adults","365"
"Pfizer","free state","12-17 Years","21"
"Pfizer","free state","Adults","79"
"Pfizer","gauteng","12-17 Years","55"
"Pfizer","gauteng","Adults","283"
"Pfizer","kwazulu-natal","12-17 Years","24"
"Pfizer","kwazulu-natal","Adults","147"
"Pfizer","limpopo","12-17 Years","36"
"Pfizer","limpopo","Adults","118"
"Pfizer","mpumalanga","12-17 Years","23"
"Pfizer","mpumalanga","Adults","24"
"Pfizer","northern cape","12-17 Years","4"
"Pfizer","northern cape","Adults","73"
"Pfizer","north west","12-17 Years","62"
"Pfizer","north west","Adults","66"
"Pfizer","western cape","12-17 Years","72"
"Pfizer","western cape","Adults","115"
