"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","212","0","219","431"
"Janssen Vaccines & Prevention B.V","free state","Adults","27","0","52","79"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","415","0","222","637"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","152","0","95","247"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","76","0","222","298"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","85","0","151","236"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","37","0","47","84"
"Janssen Vaccines & Prevention B.V","north west","Adults","60","0","138","198"
"Janssen Vaccines & Prevention B.V","western cape","Adults","134","0","87","221"
"Pfizer","eastern cape","12-17 Years","67","127","0","194"
"Pfizer","eastern cape","Adults","315","365","480","1160"
"Pfizer","free state","12-17 Years","14","21","0","35"
"Pfizer","free state","Adults","68","79","117","264"
"Pfizer","gauteng","12-17 Years","69","55","0","124"
"Pfizer","gauteng","Adults","322","283","402","1007"
"Pfizer","kwazulu-natal","12-17 Years","28","24","0","52"
"Pfizer","kwazulu-natal","Adults","160","147","104","411"
"Pfizer","limpopo","12-17 Years","133","36","0","169"
"Pfizer","limpopo","Adults","116","118","165","399"
"Pfizer","mpumalanga","12-17 Years","57","23","0","80"
"Pfizer","mpumalanga","Adults","38","24","66","128"
"Pfizer","northern cape","12-17 Years","46","4","0","50"
"Pfizer","northern cape","Adults","35","73","50","158"
"Pfizer","north west","12-17 Years","22","62","0","84"
"Pfizer","north west","Adults","57","66","86","209"
"Pfizer","western cape","12-17 Years","18","72","0","90"
"Pfizer","western cape","Adults","86","115","164","365"
