"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","43"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","25"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","16"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","9"
"Janssen Vaccines & Prevention B.V","north west","Adults","17"
"Janssen Vaccines & Prevention B.V","western cape","Adults","6"
"Pfizer","eastern cape","12-17 Years","20"
"Pfizer","eastern cape","Adults","9"
"Pfizer","free state","12-17 Years","0"
"Pfizer","free state","Adults","1"
"Pfizer","gauteng","12-17 Years","24"
"Pfizer","gauteng","Adults","78"
"Pfizer","kwazulu-natal","12-17 Years","48"
"Pfizer","kwazulu-natal","Adults","64"
"Pfizer","limpopo","12-17 Years","3"
"Pfizer","limpopo","Adults","11"
"Pfizer","mpumalanga","12-17 Years","2"
"Pfizer","mpumalanga","Adults","7"
"Pfizer","northern cape","Adults","0"
"Pfizer","north west","12-17 Years","5"
"Pfizer","north west","Adults","57"
"Pfizer","western cape","12-17 Years","13"
"Pfizer","western cape","Adults","18"
