"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","61"
"Pfizer","eastern cape","Adults","163"
"Pfizer","free state","12-17 Years","6"
"Pfizer","free state","Adults","40"
"Pfizer","gauteng","12-17 Years","60"
"Pfizer","gauteng","Adults","192"
"Pfizer","kwazulu-natal","12-17 Years","10"
"Pfizer","kwazulu-natal","Adults","65"
"Pfizer","limpopo","12-17 Years","30"
"Pfizer","limpopo","Adults","72"
"Pfizer","mpumalanga","12-17 Years","7"
"Pfizer","mpumalanga","Adults","44"
"Pfizer","northern cape","12-17 Years","7"
"Pfizer","northern cape","Adults","11"
"Pfizer","north west","12-17 Years","21"
"Pfizer","north west","Adults","33"
"Pfizer","western cape","12-17 Years","10"
"Pfizer","western cape","Adults","71"
