"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1","0","1","2"
"Janssen Vaccines & Prevention B.V","free state","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","61","0","41","102"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","24","0","12","36"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","12","0","6","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","14","0","39","53"
"Janssen Vaccines & Prevention B.V","western cape","Adults","12","0","27","39"
"Pfizer","eastern cape","12-17 Years","9","2","0","11"
"Pfizer","eastern cape","Adults","15","10","21","46"
"Pfizer","free state","Adults","3","6","3","12"
"Pfizer","gauteng","12-17 Years","12","28","0","40"
"Pfizer","gauteng","Adults","114","178","145","437"
"Pfizer","kwazulu-natal","12-17 Years","8","12","0","20"
"Pfizer","kwazulu-natal","Adults","16","29","15","60"
"Pfizer","limpopo","12-17 Years","4","4","0","8"
"Pfizer","limpopo","Adults","5","8","9","22"
"Pfizer","mpumalanga","12-17 Years","0","2","0","2"
"Pfizer","mpumalanga","Adults","8","6","6","20"
"Pfizer","northern cape","12-17 Years","0","1","0","1"
"Pfizer","northern cape","Adults","0","2","3","5"
"Pfizer","north west","12-17 Years","3","2","0","5"
"Pfizer","north west","Adults","3","12","9","24"
"Pfizer","western cape","12-17 Years","19","7","0","26"
"Pfizer","western cape","Adults","8","17","41","66"
