"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","106","0","132","238"
"Janssen Vaccines & Prevention B.V","free state","Adults","25","0","95","120"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","287","0","145","432"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","158","0","99","257"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","161","0","219","380"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","151","0","111","262"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","34","0","15","49"
"Janssen Vaccines & Prevention B.V","north west","Adults","64","0","97","161"
"Janssen Vaccines & Prevention B.V","western cape","Adults","91","0","46","137"
"Pfizer","eastern cape","12-17 Years","311","172","0","483"
"Pfizer","eastern cape","Adults","186","213","288","687"
"Pfizer","free state","12-17 Years","128","80","0","208"
"Pfizer","free state","Adults","51","56","129","236"
"Pfizer","gauteng","12-17 Years","45","46","0","91"
"Pfizer","gauteng","Adults","259","314","275","848"
"Pfizer","kwazulu-natal","12-17 Years","75","90","0","165"
"Pfizer","kwazulu-natal","Adults","138","155","123","416"
"Pfizer","limpopo","12-17 Years","135","127","0","262"
"Pfizer","limpopo","Adults","79","98","129","306"
"Pfizer","mpumalanga","12-17 Years","57","92","0","149"
"Pfizer","mpumalanga","Adults","31","43","31","105"
"Pfizer","northern cape","12-17 Years","6","53","0","59"
"Pfizer","northern cape","Adults","42","20","13","75"
"Pfizer","north west","12-17 Years","6","2","0","8"
"Pfizer","north west","Adults","37","53","62","152"
"Pfizer","western cape","12-17 Years","8","36","0","44"
"Pfizer","western cape","Adults","92","100","131","323"
