"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919426"
"Janssen Vaccines & Prevention B.V","free state","Adults","487966"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1552524"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1249029"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1082427"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","832246"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216358"
"Janssen Vaccines & Prevention B.V","north west","Adults","714876"
"Janssen Vaccines & Prevention B.V","western cape","Adults","752936"
"Pfizer","eastern cape","12-17 Years","111912"
"Pfizer","eastern cape","Adults","1134823"
"Pfizer","free state","12-17 Years","79819"
"Pfizer","free state","Adults","596987"
"Pfizer","gauteng","12-17 Years","170697"
"Pfizer","gauteng","Adults","3403862"
"Pfizer","kwazulu-natal","12-17 Years","133129"
"Pfizer","kwazulu-natal","Adults","1660809"
"Pfizer","limpopo","12-17 Years","97794"
"Pfizer","limpopo","Adults","882585"
"Pfizer","mpumalanga","12-17 Years","51058"
"Pfizer","mpumalanga","Adults","477001"
"Pfizer","northern cape","12-17 Years","14449"
"Pfizer","northern cape","Adults","194779"
"Pfizer","north west","12-17 Years","52830"
"Pfizer","north west","Adults","541447"
"Pfizer","western cape","12-17 Years","53812"
"Pfizer","western cape","Adults","1868853"
