"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10421","5105","15526"
"National","eastern cape","Private Health","Male","8821","3966","12787"
"National","eastern cape","Public Health","Female","144576","52922","197498"
"National","eastern cape","Public Health","Male","118608","37355","155963"
"National","free state","Private Health","Female","9129","4632","13761"
"National","free state","Private Health","Male","7506","3562","11068"
"National","free state","Public Health","Female","83753","40431","124184"
"National","free state","Public Health","Male","71591","30323","101914"
"National","gauteng","Private Health","Female","53518","30331","83849"
"National","gauteng","Private Health","Male","49153","25998","75151"
"National","gauteng","Public Health","Female","162828","65752","228580"
"National","gauteng","Public Health","Male","128683","48273","176956"
"National","kwazulu-natal","Private Health","Female","17081","9655","26736"
"National","kwazulu-natal","Private Health","Male","15469","8250","23719"
"National","kwazulu-natal","Public Health","Female","156724","66842","223566"
"National","kwazulu-natal","Public Health","Male","106702","40585","147287"
"National","limpopo","Private Health","Female","11772","5179","16951"
"National","limpopo","Private Health","Male","9172","3623","12795"
"National","limpopo","Public Health","Female","141922","48485","190407"
"National","limpopo","Public Health","Male","122964","36172","159136"
"National","mpumalanga","Private Health","Female","4003","1728","5731"
"National","mpumalanga","Private Health","Male","3482","1521","5003"
"National","mpumalanga","Public Health","Female","76020","26132","102152"
"National","mpumalanga","Public Health","Male","63006","18185","81191"
"National","northern cape","Private Health","Female","2123","1059","3182"
"National","northern cape","Private Health","Male","1948","814","2762"
"National","northern cape","Public Health","Female","17771","6660","24431"
"National","northern cape","Public Health","Male","13955","4907","18862"
"National","north west","Private Health","Female","5211","2430","7641"
"National","north west","Private Health","Male","4725","2040","6765"
"National","north west","Public Health","Female","78776","28018","106794"
"National","north west","Public Health","Male","65274","20328","85602"
"National","western cape","Private Health","Female","23523","12747","36270"
"National","western cape","Private Health","Male","21182","10991","32173"
"National","western cape","Public Health","Female","47048","15937","62985"
"National","western cape","Public Health","Male","39310","13071","52381"
