"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","684"
"Janssen Vaccines & Prevention B.V","free state","Adults","317"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1266"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","866"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","609"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","724"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","96"
"Janssen Vaccines & Prevention B.V","north west","Adults","362"
"Janssen Vaccines & Prevention B.V","western cape","Adults","274"
"Pfizer","eastern cape","12-17 Years","1749"
"Pfizer","eastern cape","Adults","932"
"Pfizer","free state","12-17 Years","583"
"Pfizer","free state","Adults","423"
"Pfizer","gauteng","12-17 Years","1002"
"Pfizer","gauteng","Adults","1925"
"Pfizer","kwazulu-natal","12-17 Years","819"
"Pfizer","kwazulu-natal","Adults","1102"
"Pfizer","limpopo","12-17 Years","1082"
"Pfizer","limpopo","Adults","615"
"Pfizer","mpumalanga","12-17 Years","485"
"Pfizer","mpumalanga","Adults","365"
"Pfizer","northern cape","12-17 Years","116"
"Pfizer","northern cape","Adults","201"
"Pfizer","north west","12-17 Years","367"
"Pfizer","north west","Adults","321"
"Pfizer","western cape","12-17 Years","83"
"Pfizer","western cape","Adults","613"
