"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","684","0","1362","2046"
"Janssen Vaccines & Prevention B.V","free state","Adults","317","0","586","903"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1266","0","954","2220"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","866","0","1033","1899"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","609","0","1225","1834"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","724","0","723","1447"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","96","0","224","320"
"Janssen Vaccines & Prevention B.V","north west","Adults","362","0","562","924"
"Janssen Vaccines & Prevention B.V","western cape","Adults","274","0","419","693"
"Pfizer","eastern cape","12-17 Years","1983","1749","0","3732"
"Pfizer","eastern cape","Adults","506","932","1589","3027"
"Pfizer","free state","12-17 Years","557","583","0","1140"
"Pfizer","free state","Adults","405","423","899","1727"
"Pfizer","gauteng","12-17 Years","1293","1002","0","2295"
"Pfizer","gauteng","Adults","1567","1924","2672","6163"
"Pfizer","kwazulu-natal","12-17 Years","1180","819","0","1999"
"Pfizer","kwazulu-natal","Adults","1031","1102","1317","3450"
"Pfizer","limpopo","12-17 Years","1770","1082","0","2852"
"Pfizer","limpopo","Adults","404","615","1221","2240"
"Pfizer","mpumalanga","12-17 Years","804","485","0","1289"
"Pfizer","mpumalanga","Adults","301","365","601","1267"
"Pfizer","northern cape","12-17 Years","467","116","0","583"
"Pfizer","northern cape","Adults","190","201","285","676"
"Pfizer","north west","12-17 Years","438","367","0","805"
"Pfizer","north west","Adults","292","321","573","1186"
"Pfizer","western cape","12-17 Years","133","83","0","216"
"Pfizer","western cape","Adults","476","613","1684","2773"
