"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","288","0","571","859"
"Janssen Vaccines & Prevention B.V","free state","Adults","123","0","341","464"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","604","0","372","976"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","334","0","375","709"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","179","0","355","534"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","491","0","685","1176"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","63","0","160","223"
"Janssen Vaccines & Prevention B.V","north west","Adults","145","0","198","343"
"Janssen Vaccines & Prevention B.V","western cape","Adults","169","0","182","351"
"Pfizer","eastern cape","12-17 Years","127","138","0","265"
"Pfizer","eastern cape","Adults","337","435","790","1562"
"Pfizer","free state","12-17 Years","82","154","0","236"
"Pfizer","free state","Adults","139","256","461","856"
"Pfizer","gauteng","12-17 Years","156","263","0","419"
"Pfizer","gauteng","Adults","782","1034","1142","2958"
"Pfizer","kwazulu-natal","12-17 Years","114","162","0","276"
"Pfizer","kwazulu-natal","Adults","425","571","630","1626"
"Pfizer","limpopo","12-17 Years","197","187","0","384"
"Pfizer","limpopo","Adults","200","270","416","886"
"Pfizer","mpumalanga","12-17 Years","74","79","0","153"
"Pfizer","mpumalanga","Adults","138","230","404","772"
"Pfizer","northern cape","12-17 Years","20","27","0","47"
"Pfizer","northern cape","Adults","85","88","125","298"
"Pfizer","north west","12-17 Years","43","61","0","104"
"Pfizer","north west","Adults","113","166","189","468"
"Pfizer","western cape","12-17 Years","68","72","0","140"
"Pfizer","western cape","Adults","193","348","697","1238"
