"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","243","0","527","770"
"Janssen Vaccines & Prevention B.V","free state","Adults","235","0","435","670"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","957","0","930","1887"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","399","0","466","865"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","477","0","751","1228"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","698","0","742","1440"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","69","0","79","148"
"Janssen Vaccines & Prevention B.V","north west","Adults","281","0","628","909"
"Janssen Vaccines & Prevention B.V","western cape","Adults","350","0","529","879"
"Pfizer","eastern cape","12-17 Years","314","338","0","652"
"Pfizer","eastern cape","Adults","327","557","1191","2075"
"Pfizer","free state","12-17 Years","246","200","0","446"
"Pfizer","free state","Adults","277","441","968","1686"
"Pfizer","gauteng","12-17 Years","777","1174","0","1951"
"Pfizer","gauteng","Adults","1395","2383","4289","8067"
"Pfizer","kwazulu-natal","12-17 Years","390","457","0","847"
"Pfizer","kwazulu-natal","Adults","478","809","921","2208"
"Pfizer","limpopo","12-17 Years","609","392","0","1001"
"Pfizer","limpopo","Adults","317","542","976","1835"
"Pfizer","mpumalanga","12-17 Years","619","321","0","940"
"Pfizer","mpumalanga","Adults","237","348","591","1176"
"Pfizer","northern cape","12-17 Years","9","23","0","32"
"Pfizer","northern cape","Adults","55","65","130","250"
"Pfizer","north west","12-17 Years","337","305","0","642"
"Pfizer","north west","Adults","212","380","601","1193"
"Pfizer","western cape","12-17 Years","145","175","0","320"
"Pfizer","western cape","Adults","545","764","2330","3639"
