"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","243"
"Janssen Vaccines & Prevention B.V","free state","Adults","235"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","957"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","399"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","477"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","698"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","69"
"Janssen Vaccines & Prevention B.V","north west","Adults","281"
"Janssen Vaccines & Prevention B.V","western cape","Adults","350"
"Pfizer","eastern cape","12-17 Years","338"
"Pfizer","eastern cape","Adults","557"
"Pfizer","free state","12-17 Years","200"
"Pfizer","free state","Adults","441"
"Pfizer","gauteng","12-17 Years","1174"
"Pfizer","gauteng","Adults","2383"
"Pfizer","kwazulu-natal","12-17 Years","457"
"Pfizer","kwazulu-natal","Adults","809"
"Pfizer","limpopo","12-17 Years","392"
"Pfizer","limpopo","Adults","542"
"Pfizer","mpumalanga","12-17 Years","321"
"Pfizer","mpumalanga","Adults","348"
"Pfizer","northern cape","12-17 Years","23"
"Pfizer","northern cape","Adults","65"
"Pfizer","north west","12-17 Years","305"
"Pfizer","north west","Adults","380"
"Pfizer","western cape","12-17 Years","175"
"Pfizer","western cape","Adults","764"
