"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","886408"
"Janssen Vaccines & Prevention B.V","free state","Adults","472212"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1471715"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1185684"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1046617"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","780328"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","208273"
"Janssen Vaccines & Prevention B.V","north west","Adults","693050"
"Janssen Vaccines & Prevention B.V","western cape","Adults","729227"
"Pfizer","eastern cape","12-17 Years","49824"
"Pfizer","eastern cape","Adults","1078890"
"Pfizer","free state","12-17 Years","56543"
"Pfizer","free state","Adults","566342"
"Pfizer","gauteng","12-17 Years","129977"
"Pfizer","gauteng","Adults","3266735"
"Pfizer","kwazulu-natal","12-17 Years","67428"
"Pfizer","kwazulu-natal","Adults","1561605"
"Pfizer","limpopo","12-17 Years","59901"
"Pfizer","limpopo","Adults","842457"
"Pfizer","mpumalanga","12-17 Years","29054"
"Pfizer","mpumalanga","Adults","447276"
"Pfizer","northern cape","12-17 Years","7415"
"Pfizer","northern cape","Adults","184851"
"Pfizer","north west","12-17 Years","37385"
"Pfizer","north west","Adults","517254"
"Pfizer","western cape","12-17 Years","47515"
"Pfizer","western cape","Adults","1819608"
