"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10686","4693","15379"
"National","eastern cape","Private Health","Male","8879","3543","12422"
"National","eastern cape","Public Health","Female","117228","25039","142267"
"National","eastern cape","Public Health","Male","93924","16549","110473"
"National","free state","Private Health","Female","8811","3800","12611"
"National","free state","Private Health","Male","7185","2900","10085"
"National","free state","Public Health","Female","76006","28949","104955"
"National","free state","Public Health","Male","64300","20894","85194"
"National","gauteng","Private Health","Female","54075","27649","81724"
"National","gauteng","Private Health","Male","48989","23249","72238"
"National","gauteng","Public Health","Female","145061","45438","190499"
"National","gauteng","Public Health","Male","114483","33641","148124"
"National","kwazulu-natal","Private Health","Female","17504","9163","26667"
"National","kwazulu-natal","Private Health","Male","15729","7721","23450"
"National","kwazulu-natal","Public Health","Female","117950","31294","149244"
"National","kwazulu-natal","Public Health","Male","79917","19250","99167"
"National","limpopo","Private Health","Female","10456","4336","14792"
"National","limpopo","Private Health","Male","8245","3110","11355"
"National","limpopo","Public Health","Female","112292","29859","142151"
"National","limpopo","Public Health","Male","94200","22596","116796"
"National","mpumalanga","Private Health","Female","4040","1554","5594"
"National","mpumalanga","Private Health","Male","3512","1332","4844"
"National","mpumalanga","Public Health","Female","62446","15181","77627"
"National","mpumalanga","Public Health","Male","52424","10987","63411"
"National","northern cape","Private Health","Female","2141","972","3113"
"National","northern cape","Private Health","Male","1927","705","2632"
"National","northern cape","Public Health","Female","11133","3282","14415"
"National","northern cape","Public Health","Male","8920","2456","11376"
"National","north west","Private Health","Female","5213","2216","7429"
"National","north west","Private Health","Male","4692","1875","6567"
"National","north west","Public Health","Female","71647","19354","91001"
"National","north west","Public Health","Male","59385","13940","73325"
"National","western cape","Private Health","Female","23612","11423","35035"
"National","western cape","Private Health","Male","21003","9658","30661"
"National","western cape","Public Health","Female","46671","14576","61247"
"National","western cape","Public Health","Male","38557","11858","50415"
