"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","543","0","877","1420"
"Janssen Vaccines & Prevention B.V","free state","Adults","230","0","521","751"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1042","0","738","1780"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","565","0","696","1261"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","679","0","1056","1735"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","737","0","735","1472"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","97","0","193","290"
"Janssen Vaccines & Prevention B.V","north west","Adults","282","0","440","722"
"Janssen Vaccines & Prevention B.V","western cape","Adults","293","0","471","764"
"Pfizer","eastern cape","12-17 Years","1250","855","0","2105"
"Pfizer","eastern cape","Adults","421","734","1370","2525"
"Pfizer","free state","12-17 Years","703","456","0","1159"
"Pfizer","free state","Adults","205","376","613","1194"
"Pfizer","gauteng","12-17 Years","1008","451","0","1459"
"Pfizer","gauteng","Adults","1171","1570","1786","4527"
"Pfizer","kwazulu-natal","12-17 Years","883","948","0","1831"
"Pfizer","kwazulu-natal","Adults","766","1024","995","2785"
"Pfizer","limpopo","12-17 Years","1560","807","0","2367"
"Pfizer","limpopo","Adults","403","527","1021","1951"
"Pfizer","mpumalanga","12-17 Years","538","350","0","888"
"Pfizer","mpumalanga","Adults","273","334","512","1119"
"Pfizer","northern cape","12-17 Years","190","109","0","299"
"Pfizer","northern cape","Adults","115","102","197","414"
"Pfizer","north west","12-17 Years","314","288","0","602"
"Pfizer","north west","Adults","147","232","322","701"
"Pfizer","western cape","12-17 Years","120","117","0","237"
"Pfizer","western cape","Adults","381","513","1255","2149"
