"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102850"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119875"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72140"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107529"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51402"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165738"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","211935"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90812"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81269"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76017"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153579"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144771"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33367"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","326205"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","559056"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102698"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","468663"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107861"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80072"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","344582"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58747"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63803"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102843"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67786"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141539"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102716"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97569"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","96930"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98882"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","274919"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245326"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","186843"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244494"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136593"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","415594"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189270"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232401"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71923"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41705"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16377"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28255"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59177"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","296359"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109373"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201108"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110563"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","433702"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121615"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6836"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78059"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47515"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68644"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9027"
"Pfizer","eastern cape","Amathole DM","Adults","148608"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","26984"
"Pfizer","eastern cape","A Nzo DM","Adults","103181"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17654"
"Pfizer","eastern cape","Buffalo City MM","Adults","212695"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6443"
"Pfizer","eastern cape","C Hani DM","Adults","118891"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5485"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56020"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14641"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276044"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29582"
"Pfizer","eastern cape","O Tambo DM","Adults","136621"
