"province","district","age_group","sex","individuals_vaccinated","individuals_fully_vaccinated","population"
"EASTERN CAPE","AMATHOLE DM","12-17","Female","14168","4942","54013"
"EASTERN CAPE","AMATHOLE DM","12-17","Male","12024","4085","59147"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Female","19062","10412","40374"
"EASTERN CAPE","BUFFALO CITY MM","12-17","Male","14916","7242","41449"
"EASTERN CAPE","JOE GQABI DM","12-17","Female","8504","3084","21796"
"EASTERN CAPE","JOE GQABI DM","12-17","Male","7536","2401","23762"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Female","11202","6454","25499"
"EASTERN CAPE","SARAH BAARTMAN DM","12-17","Male","9454","4814","26199"
"FREE STATE","FEZILE DABI DM","12-17","Female","13722","5361","26752"
"FREE STATE","FEZILE DABI DM","12-17","Male","11251","3925","26768"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Female","17907","6725","34380"
"FREE STATE","LEJWELEPUTSWA DM","12-17","Male","15125","4805","33735"
"FREE STATE","MANGAUNG MM","12-17","Female","26479","15704","45611"
"FREE STATE","MANGAUNG MM","12-17","Male","23440","12571","47218"
"FREE STATE","XHARIEP DM","12-17","Female","4273","1188","8183"
"FREE STATE","XHARIEP DM","12-17","Male","3500","797","8133"
"GAUTENG","EKURHULENI MM","12-17","Female","51777","21919","165897"
"GAUTENG","EKURHULENI MM","12-17","Male","42373","16799","165688"
"GAUTENG","SEDIBENG DM","12-17","Female","15421","6940","43340"
"GAUTENG","SEDIBENG DM","12-17","Male","12306","5240","46239"
"GAUTENG","WEST RAND DM","12-17","Female","19673","10296","41623"
"GAUTENG","WEST RAND DM","12-17","Male","16132","7800","41409"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Female","6767","2901","33168"
"KWAZULU-NATAL","AMAJUBA DM","12-17","Male","4412","1803","33581"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Female","26337","12502","172176"
"KWAZULU-NATAL","ETHEKWINI MM","12-17","Male","22817","10592","180552"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Female","13367","7908","34875"
"KWAZULU-NATAL","HARRY GWALA DM","12-17","Male","10521","5749","34556"
"KWAZULU-NATAL","ILEMBE DM","12-17","Female","8912","4485","38682"
"KWAZULU-NATAL","ILEMBE DM","12-17","Male","5420","2488","39106"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Female","12749","5196","61538"
"KWAZULU-NATAL","KING CETSHWAYO DM","12-17","Male","8370","3187","61800"
"KWAZULU-NATAL","UGU DM","12-17","Female","13293","5696","51740"
"KWAZULU-NATAL","UGU DM","12-17","Male","8715","3165","52856"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Female","14121","5778","60728"
"KWAZULU-NATAL","UMGUNGUNDLOVU DM","12-17","Male","10218","3809","59741"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Female","20524","10309","47511"
"KWAZULU-NATAL","UMKHANYAKUDE DM","12-17","Male","13033","5417","45277"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Female","14962","6360","39331"
"KWAZULU-NATAL","UMZINYATHI DM","12-17","Male","9239","3467","39377"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Female","15597","7022","46750"
"KWAZULU-NATAL","UTHUKELA DM","12-17","Male","10522","4118","48520"
"KWAZULU-NATAL","ZULULAND DM","12-17","Female","24269","12901","61011"
"KWAZULU-NATAL","ZULULAND DM","12-17","Male","17441","8151","62836"
"LIMPOPO","CAPRICORN DM","12-17","Female","36536","15227","81625"
"LIMPOPO","CAPRICORN DM","12-17","Male","31424","11460","86098"
"LIMPOPO","MOPANI DM","12-17","Female","37018","12710","71845"
"LIMPOPO","MOPANI DM","12-17","Male","30497","9141","76268"
"LIMPOPO","SEKHUKHUNE DM","12-17","Female","26261","10022","74350"
"LIMPOPO","SEKHUKHUNE DM","12-17","Male","25873","8448","78272"
"LIMPOPO","VHEMBE DM","12-17","Female","38293","12792","86602"
"LIMPOPO","VHEMBE DM","12-17","Male","30993","8821","91753"
"LIMPOPO","WATERBERG DM","12-17","Female","17634","6948","37998"
"LIMPOPO","WATERBERG DM","12-17","Male","14735","5140","40036"
"MPUMALANGA","EHLANZENI DM","12-17","Female","47701","19051","106459"
"MPUMALANGA","EHLANZENI DM","12-17","Male","36409","12454","106460"
"MPUMALANGA","NKANGALA DM","12-17","Female","17215","6634","80945"
"MPUMALANGA","NKANGALA DM","12-17","Male","17886","5583","82708"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Female","7577","3555","22463"
"NORTHERN CAPE","FRANCES BAARD DM","12-17","Male","6263","2716","23371"
"NORTHERN CAPE","NAMAKWA DM","12-17","Female","1721","669","5781"
"NORTHERN CAPE","NAMAKWA DM","12-17","Male","1390","507","5620"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Female","3629","1606","11577"
"NORTHERN CAPE","PIXLEY KA SEME DM","12-17","Male","2761","1144","11573"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Female","32345","13494","88192"
"NORTH WEST","BOJANALA PLATINUM DM","12-17","Male","26764","9907","91106"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Female","21496","7483","56490"
"NORTH WEST","NGAKA MODIRI MOLEMA DM","12-17","Male","17895","5464","56280"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Female","9280","4008","44783"
"WESTERN CAPE","CAPE WINELANDS DM","12-17","Male","8099","3308","45341"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Female","825","385","4653"
"WESTERN CAPE","CENTRAL KAROO DM","12-17","Male","636","285","4028"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Female","6318","2540","31612"
"WESTERN CAPE","GARDEN ROUTE DM","12-17","Male","5359","1944","30675"
"WESTERN CAPE","OVERBERG DM","12-17","Female","3038","1011","13406"
"WESTERN CAPE","OVERBERG DM","12-17","Male","2399","781","13535"
"WESTERN CAPE","WEST COAST DM","12-17","Female","4183","1715","22541"
"WESTERN CAPE","WEST COAST DM","12-17","Male","3649","1329","22568"
