"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","156","38","194"
"National","eastern cape","Amathole DM","Private Health","Male","100","19","119"
"National","eastern cape","Amathole DM","Public Health","Female","13858","4524","18382"
"National","eastern cape","Amathole DM","Public Health","Male","11736","3774","15510"
"National","eastern cape","A Nzo DM","Public Health","Female","29841","14186","44027"
"National","eastern cape","A Nzo DM","Public Health","Male","25804","10530","36334"
"National","eastern cape","Buffalo City MM","Private Health","Female","2906","1197","4103"
"National","eastern cape","Buffalo City MM","Private Health","Male","2371","915","3286"
"National","eastern cape","Buffalo City MM","Public Health","Female","16094","8995","25089"
"National","eastern cape","Buffalo City MM","Public Health","Male","12384","6126","18510"
"National","eastern cape","C Hani DM","Private Health","Female","227","103","330"
"National","eastern cape","C Hani DM","Private Health","Male","162","74","236"
"National","eastern cape","C Hani DM","Public Health","Female","14058","3639","17697"
"National","eastern cape","C Hani DM","Public Health","Male","11286","2640","13926"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","666","368","1034"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","513","219","732"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7900","2704","10604"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7077","2148","9225"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4173","2096","6269"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3739","1739","5478"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15762","6446","22208"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12260","4519","16779"
"National","eastern cape","O Tambo DM","Private Health","Female","319","122","441"
"National","eastern cape","O Tambo DM","Private Health","Male","255","113","368"
"National","eastern cape","O Tambo DM","Public Health","Female","43897","16760","60657"
"National","eastern cape","O Tambo DM","Public Health","Male","36684","12435","49119"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1601","1095","2696"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1386","828","2214"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9684","5343","15027"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8140","3950","12090"
"National","free state","Fezile Dabi DM","Private Health","Female","475","346","821"
"National","free state","Fezile Dabi DM","Private Health","Male","451","287","738"
"National","free state","Fezile Dabi DM","Public Health","Female","13347","4944","18291"
"National","free state","Fezile Dabi DM","Public Health","Male","10844","3578","14422"
"National","free state","Lejweleputswa DM","Private Health","Female","3846","1479","5325"
"National","free state","Lejweleputswa DM","Private Health","Male","3077","1110","4187"
"National","free state","Lejweleputswa DM","Public Health","Female","14216","5296","19512"
"National","free state","Lejweleputswa DM","Public Health","Male","12158","3710","15868"
"National","free state","Mangaung MM","Private Health","Female","2919","1701","4620"
"National","free state","Mangaung MM","Private Health","Male","2425","1294","3719"
"National","free state","Mangaung MM","Public Health","Female","23720","13951","37671"
"National","free state","Mangaung MM","Public Health","Male","21166","11213","32379"
"National","free state","T Mofutsanyana DM","Private Health","Female","1883","1146","3029"
"National","free state","T Mofutsanyana DM","Private Health","Male","1603","927","2530"
"National","free state","T Mofutsanyana DM","Public Health","Female","27141","15522","42663"
"National","free state","T Mofutsanyana DM","Public Health","Male","23258","11650","34908"
"National","free state","Xhariep DM","Public Health","Female","4310","1201","5511"
"National","free state","Xhariep DM","Public Health","Male","3530","796","4326"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10974","6684","17658"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10101","5661","15762"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41274","15404","56678"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32527","11166","43693"
"National","gauteng","Johannesburg MM","Private Health","Female","25684","13912","39596"
"National","gauteng","Johannesburg MM","Private Health","Male","23464","12058","35522"
"National","gauteng","Johannesburg MM","Public Health","Female","46878","16964","63842"
"National","gauteng","Johannesburg MM","Public Health","Male","37889","13209","51098"
"National","gauteng","Sedibeng DM","Private Health","Female","1616","1029","2645"
"National","gauteng","Sedibeng DM","Private Health","Male","1457","708","2165"
"National","gauteng","Sedibeng DM","Public Health","Female","13950","5959","19909"
"National","gauteng","Sedibeng DM","Public Health","Male","10958","4572","15530"
"National","gauteng","Tshwane MM","Private Health","Female","11703","6716","18419"
"National","gauteng","Tshwane MM","Private Health","Male","11106","6054","17160"
"National","gauteng","Tshwane MM","Public Health","Female","40124","18675","58799"
"National","gauteng","Tshwane MM","Public Health","Male","30945","13067","44012"
"National","gauteng","West Rand DM","Private Health","Female","2217","1525","3742"
"National","gauteng","West Rand DM","Private Health","Male","1843","1238","3081"
"National","gauteng","West Rand DM","Public Health","Female","17604","8796","26400"
"National","gauteng","West Rand DM","Public Health","Male","14392","6580","20972"
