"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860185","0","150543","1010728"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464236","0","93224","557460"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1421519","0","207027","1628546"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1158174","0","180084","1338258"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1050699","0","151057","1201756"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","813168","0","127476","940644"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207443","0","34454","241897"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692694","0","112990","805684"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","660352","0","111513","771865"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60872","0","24221","85093"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137576","0","65388","202964"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1354593","1140769","247109","2742471"
"Pfizer","National","eastern cape","12-17 Years","295039","117645","0","412684"
"Pfizer","National","free state","12-17 Years","170369","80151","0","250520"
"Pfizer","National","free state","Adults","681756","599552","142453","1423761"
"Pfizer","National","gauteng","12-17 Years","386706","169977","18","556701"
"Pfizer","National","gauteng","Adults","3936861","3413505","681619","8031985"
"Pfizer","National","kwazulu-natal","Adults","2002315","1667310","336239","4005864"
"Pfizer","National","kwazulu-natal","12-17 Years","294142","133737","9","427888"
"Pfizer","National","limpopo","Adults","1054322","885691","175912","2115925"
"Pfizer","National","limpopo","12-17 Years","290099","99911","2","390012"
"Pfizer","National","mpumalanga","12-17 Years","148364","53545","0","201909"
"Pfizer","National","mpumalanga","Adults","581674","479341","108269","1169284"
"Pfizer","National","northern cape","12-17 Years","36530","15026","0","51556"
"Pfizer","National","northern cape","Adults","228685","195367","36577","460629"
"Pfizer","National","north west","12-17 Years","150707","52591","4","203302"
"Pfizer","National","north west","Adults","628121","543003","112422","1283546"
"Pfizer","National","western cape","12-17 Years","132010","54370","3","186383"
"Pfizer","National","western cape","Adults","2130943","1872493","490941","4494377"
