"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","186","0","340","526"
"Janssen Vaccines & Prevention B.V","free state","Adults","8","0","35","43"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","328","0","285","613"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","179","0","209","388"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","126","0","142","268"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","122","0","132","254"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","10","0","81","91"
"Janssen Vaccines & Prevention B.V","north west","Adults","221","0","539","760"
"Janssen Vaccines & Prevention B.V","western cape","Adults","47","0","29","76"
"Pfizer","eastern cape","12-17 Years","250","239","0","489"
"Pfizer","eastern cape","Adults","139","208","461","808"
"Pfizer","free state","12-17 Years","10","10","0","20"
"Pfizer","free state","Adults","14","15","54","83"
"Pfizer","gauteng","12-17 Years","140","160","0","300"
"Pfizer","gauteng","Adults","491","602","1310","2403"
"Pfizer","kwazulu-natal","12-17 Years","251","135","0","386"
"Pfizer","kwazulu-natal","Adults","200","274","455","929"
"Pfizer","limpopo","12-17 Years","123","98","0","221"
"Pfizer","limpopo","Adults","65","102","131","298"
"Pfizer","mpumalanga","12-17 Years","52","32","0","84"
"Pfizer","mpumalanga","Adults","38","49","107","194"
"Pfizer","northern cape","12-17 Years","4","1","0","5"
"Pfizer","northern cape","Adults","25","44","47","116"
"Pfizer","north west","12-17 Years","156","114","0","270"
"Pfizer","north west","Adults","92","165","341","598"
"Pfizer","western cape","12-17 Years","10","20","0","30"
"Pfizer","western cape","Adults","18","33","165","216"
