"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","859306","0","149176","1008482"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463884","0","92313","556197"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1417694","0","204962","1622656"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1155958","0","178588","1334546"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1049149","0","149184","1198333"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","811470","0","126086","937556"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207025","0","34104","241129"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","691936","0","111892","803828"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","659158","0","110741","769899"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137570","0","65388","202958"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40023","134528"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21925","0","7151","29076"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94612","0","61527","156139"
"Pfizer","National","eastern cape","Adults","1350360","1137608","244027","2731995"
"Pfizer","National","eastern cape","12-17 Years","293638","115617","0","409255"
"Pfizer","National","free state","12-17 Years","171066","80048","0","251114"
"Pfizer","National","free state","Adults","679709","598050","140980","1418739"
"Pfizer","National","gauteng","12-17 Years","388902","170521","18","559441"
"Pfizer","National","gauteng","Adults","3930342","3408278","678136","8016756"
"Pfizer","National","kwazulu-natal","Adults","1997268","1663735","334181","3995184"
"Pfizer","National","kwazulu-natal","12-17 Years","295957","133858","9","429824"
"Pfizer","National","limpopo","Adults","1051122","883932","174726","2109780"
"Pfizer","National","limpopo","12-17 Years","290730","99032","2","389764"
"Pfizer","National","mpumalanga","12-17 Years","148457","52247","0","200704"
"Pfizer","National","mpumalanga","Adults","579667","478030","107758","1165455"
"Pfizer","National","northern cape","12-17 Years","36488","14640","0","51128"
"Pfizer","National","northern cape","Adults","228065","194997","36312","459374"
"Pfizer","National","north west","12-17 Years","151584","52801","4","204389"
"Pfizer","National","north west","Adults","626578","542076","111711","1280365"
"Pfizer","National","western cape","12-17 Years","132735","54200","2","186937"
"Pfizer","National","western cape","Adults","2128335","1870584","489040","4487959"
