"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920177"
"Janssen Vaccines & Prevention B.V","free state","Adults","488280"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1555268"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1250465"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1083336"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","833395"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216489"
"Janssen Vaccines & Prevention B.V","north west","Adults","715414"
"Janssen Vaccines & Prevention B.V","western cape","Adults","753770"
"Pfizer","eastern cape","12-17 Years","115617"
"Pfizer","eastern cape","Adults","1137610"
"Pfizer","free state","12-17 Years","80048"
"Pfizer","free state","Adults","598050"
"Pfizer","gauteng","12-17 Years","170521"
"Pfizer","gauteng","Adults","3408295"
"Pfizer","kwazulu-natal","12-17 Years","133858"
"Pfizer","kwazulu-natal","Adults","1663740"
"Pfizer","limpopo","12-17 Years","99032"
"Pfizer","limpopo","Adults","883932"
"Pfizer","mpumalanga","12-17 Years","52247"
"Pfizer","mpumalanga","Adults","478031"
"Pfizer","northern cape","12-17 Years","14640"
"Pfizer","northern cape","Adults","194997"
"Pfizer","north west","12-17 Years","52801"
"Pfizer","north west","Adults","542078"
"Pfizer","western cape","12-17 Years","54200"
"Pfizer","western cape","Adults","1870598"
