"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","59","0","94","153"
"Janssen Vaccines & Prevention B.V","free state","Adults","25","0","50","75"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","198","0","123","321"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","117","0","114","231"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","83","0","93","176"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","89","0","118","207"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","23","0","57","80"
"Janssen Vaccines & Prevention B.V","north west","Adults","60","0","112","172"
"Janssen Vaccines & Prevention B.V","western cape","Adults","81","0","68","149"
"Pfizer","eastern cape","12-17 Years","52","34","0","86"
"Pfizer","eastern cape","Adults","220","99","399","718"
"Pfizer","free state","12-17 Years","10","3","0","13"
"Pfizer","free state","Adults","28","17","68","113"
"Pfizer","gauteng","12-17 Years","25","36","0","61"
"Pfizer","gauteng","Adults","157","144","245","546"
"Pfizer","kwazulu-natal","12-17 Years","13","10","1","24"
"Pfizer","kwazulu-natal","Adults","72","75","66","213"
"Pfizer","limpopo","12-17 Years","52","23","0","75"
"Pfizer","limpopo","Adults","163","99","163","425"
"Pfizer","mpumalanga","12-17 Years","15","14","2","31"
"Pfizer","mpumalanga","Adults","9","30","44","83"
"Pfizer","northern cape","12-17 Years","14","6","0","20"
"Pfizer","northern cape","Adults","11","14","45","70"
"Pfizer","north west","12-17 Years","8","7","0","15"
"Pfizer","north west","Adults","35","39","83","157"
"Pfizer","western cape","12-17 Years","12","9","0","21"
"Pfizer","western cape","Adults","75","63","142","280"
