"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920644"
"Janssen Vaccines & Prevention B.V","free state","Adults","488509"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1557483"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1251727"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1084189"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","834308"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216688"
"Janssen Vaccines & Prevention B.V","north west","Adults","715816"
"Janssen Vaccines & Prevention B.V","western cape","Adults","754536"
"Pfizer","eastern cape","12-17 Years","116985"
"Pfizer","eastern cape","Adults","1139194"
"Pfizer","free state","12-17 Years","80084"
"Pfizer","free state","Adults","598939"
"Pfizer","gauteng","12-17 Years","170224"
"Pfizer","gauteng","Adults","3411300"
"Pfizer","kwazulu-natal","12-17 Years","133847"
"Pfizer","kwazulu-natal","Adults","1665825"
"Pfizer","limpopo","12-17 Years","99734"
"Pfizer","limpopo","Adults","884936"
"Pfizer","mpumalanga","12-17 Years","53224"
"Pfizer","mpumalanga","Adults","478661"
"Pfizer","northern cape","12-17 Years","14944"
"Pfizer","northern cape","Adults","195215"
"Pfizer","north west","12-17 Years","52674"
"Pfizer","north west","Adults","542546"
"Pfizer","western cape","12-17 Years","54267"
"Pfizer","western cape","Adults","1871752"
