"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","750"
"Janssen Vaccines & Prevention B.V","free state","Adults","329"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1304"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","743"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","489"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","719"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","154"
"Janssen Vaccines & Prevention B.V","north west","Adults","502"
"Janssen Vaccines & Prevention B.V","western cape","Adults","467"
"Pfizer","eastern cape","12-17 Years","1061"
"Pfizer","eastern cape","Adults","684"
"Pfizer","free state","12-17 Years","386"
"Pfizer","free state","Adults","420"
"Pfizer","gauteng","12-17 Years","1263"
"Pfizer","gauteng","Adults","2231"
"Pfizer","kwazulu-natal","12-17 Years","680"
"Pfizer","kwazulu-natal","Adults","1108"
"Pfizer","limpopo","12-17 Years","594"
"Pfizer","limpopo","Adults","519"
"Pfizer","mpumalanga","12-17 Years","534"
"Pfizer","mpumalanga","Adults","364"
"Pfizer","northern cape","12-17 Years","190"
"Pfizer","northern cape","Adults","151"
"Pfizer","north west","12-17 Years","324"
"Pfizer","north west","Adults","425"
"Pfizer","western cape","12-17 Years","255"
"Pfizer","western cape","Adults","742"
