"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","750","0","1167","1917"
"Janssen Vaccines & Prevention B.V","free state","Adults","329","0","653","982"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1304","0","1090","2394"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","743","0","978","1721"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","489","0","1292","1781"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","719","0","646","1365"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","154","0","357","511"
"Janssen Vaccines & Prevention B.V","north west","Adults","502","0","741","1243"
"Janssen Vaccines & Prevention B.V","western cape","Adults","467","0","584","1051"
"Pfizer","eastern cape","12-17 Years","1292","1061","0","2353"
"Pfizer","eastern cape","Adults","576","684","1530","2790"
"Pfizer","free state","12-17 Years","537","386","0","923"
"Pfizer","free state","Adults","329","420","887","1636"
"Pfizer","gauteng","12-17 Years","1302","1263","0","2565"
"Pfizer","gauteng","Adults","1805","2231","4117","8153"
"Pfizer","kwazulu-natal","12-17 Years","824","680","0","1504"
"Pfizer","kwazulu-natal","Adults","996","1108","1623","3727"
"Pfizer","limpopo","12-17 Years","1368","594","0","1962"
"Pfizer","limpopo","Adults","390","519","1231","2140"
"Pfizer","mpumalanga","12-17 Years","902","534","0","1436"
"Pfizer","mpumalanga","Adults","358","364","592","1314"
"Pfizer","northern cape","12-17 Years","159","190","0","349"
"Pfizer","northern cape","Adults","104","151","195","450"
"Pfizer","north west","12-17 Years","546","324","0","870"
"Pfizer","north west","Adults","252","425","714","1391"
"Pfizer","western cape","12-17 Years","154","255","0","409"
"Pfizer","western cape","Adults","499","742","2533","3774"
