"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","529"
"Janssen Vaccines & Prevention B.V","free state","Adults","176"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","894"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","611"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","442"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","588"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","73"
"Janssen Vaccines & Prevention B.V","north west","Adults","198"
"Janssen Vaccines & Prevention B.V","western cape","Adults","250"
"Pfizer","eastern cape","12-17 Years","465"
"Pfizer","eastern cape","Adults","715"
"Pfizer","free state","12-17 Years","366"
"Pfizer","free state","Adults","306"
"Pfizer","gauteng","12-17 Years","589"
"Pfizer","gauteng","Adults","1309"
"Pfizer","kwazulu-natal","12-17 Years","493"
"Pfizer","kwazulu-natal","Adults","969"
"Pfizer","limpopo","12-17 Years","739"
"Pfizer","limpopo","Adults","515"
"Pfizer","mpumalanga","12-17 Years","238"
"Pfizer","mpumalanga","Adults","321"
"Pfizer","northern cape","12-17 Years","21"
"Pfizer","northern cape","Adults","68"
"Pfizer","north west","12-17 Years","97"
"Pfizer","north west","Adults","227"
"Pfizer","western cape","12-17 Years","123"
"Pfizer","western cape","Adults","475"
