"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","529","0","823","1352"
"Janssen Vaccines & Prevention B.V","free state","Adults","176","0","458","634"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","894","0","572","1466"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","611","0","668","1279"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","442","0","910","1352"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","588","0","705","1293"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","73","0","162","235"
"Janssen Vaccines & Prevention B.V","north west","Adults","198","0","243","441"
"Janssen Vaccines & Prevention B.V","western cape","Adults","250","0","330","580"
"Pfizer","eastern cape","12-17 Years","309","465","0","774"
"Pfizer","eastern cape","Adults","583","715","1304","2602"
"Pfizer","free state","12-17 Years","65","366","0","431"
"Pfizer","free state","Adults","187","306","464","957"
"Pfizer","gauteng","12-17 Years","368","589","0","957"
"Pfizer","gauteng","Adults","1007","1309","1400","3716"
"Pfizer","kwazulu-natal","12-17 Years","436","493","0","929"
"Pfizer","kwazulu-natal","Adults","829","969","894","2692"
"Pfizer","limpopo","12-17 Years","1040","739","0","1779"
"Pfizer","limpopo","Adults","374","515","710","1599"
"Pfizer","mpumalanga","12-17 Years","202","238","0","440"
"Pfizer","mpumalanga","Adults","192","321","644","1157"
"Pfizer","northern cape","12-17 Years","32","21","0","53"
"Pfizer","northern cape","Adults","89","68","147","304"
"Pfizer","north west","12-17 Years","125","97","0","222"
"Pfizer","north west","Adults","172","227","268","667"
"Pfizer","western cape","12-17 Years","137","123","0","260"
"Pfizer","western cape","Adults","307","475","918","1700"
