"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102931"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119924"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72167"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107559"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51418"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165835"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212047"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90843"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81294"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76036"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153624"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144789"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33389"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","327072"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","559878"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102776"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469029"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","107979"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80115"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345100"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58768"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63888"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102869"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67804"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141646"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102769"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97592"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97021"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98885"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275118"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245498"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187056"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244677"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136694"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","416134"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189411"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232529"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71934"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41747"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16377"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28273"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59330"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","296737"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109414"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201195"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110576"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","434152"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121633"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6838"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78107"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47528"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68694"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9498"
"Pfizer","eastern cape","Amathole DM","Adults","148740"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","27603"
"Pfizer","eastern cape","A Nzo DM","Adults","103515"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","17808"
"Pfizer","eastern cape","Buffalo City MM","Adults","213081"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6443"
"Pfizer","eastern cape","C Hani DM","Adults","118932"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5511"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56029"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14594"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276135"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29699"
"Pfizer","eastern cape","O Tambo DM","Adults","136868"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11258"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93592"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9298"
"Pfizer","free state","Fezile Dabi DM","Adults","93923"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11581"
"Pfizer","free state","Lejweleputswa DM","Adults","154086"
"Pfizer","free state","Mangaung MM","12-17 Years","28421"
"Pfizer","free state","Mangaung MM","Adults","201774"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29070"
"Pfizer","free state","T Mofutsanyana DM","Adults","137788"
"Pfizer","free state","Xhariep DM","12-17 Years","2013"
"Pfizer","free state","Xhariep DM","Adults","14260"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38684"
"Pfizer","gauteng","Ekurhuleni MM","Adults","807791"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55583"
"Pfizer","gauteng","Johannesburg MM","Adults","1493463"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12143"
"Pfizer","gauteng","Sedibeng DM","Adults","155220"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44234"
"Pfizer","gauteng","Tshwane MM","Adults","731143"
"Pfizer","gauteng","West Rand DM","12-17 Years","18107"
"Pfizer","gauteng","West Rand DM","Adults","234815"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4704"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50036"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","23070"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","770395"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13660"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68294"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6966"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98908"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8354"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92809"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8874"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134721"
