"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10486","5125","15611"
"National","eastern cape","Private Health","Male","8861","3979","12840"
"National","eastern cape","Public Health","Female","143835","50867","194702"
"National","eastern cape","Public Health","Male","117935","35555","153490"
"National","free state","Private Health","Female","9160","4603","13763"
"National","free state","Private Health","Male","7514","3492","11006"
"National","free state","Public Health","Female","83745","39860","123605"
"National","free state","Public Health","Male","71576","29815","101391"
"National","gauteng","Private Health","Female","53732","30344","84076"
"National","gauteng","Private Health","Male","49343","25970","75313"
"National","gauteng","Public Health","Female","163285","65714","228999"
"National","gauteng","Public Health","Male","128987","48145","177132"
"National","kwazulu-natal","Private Health","Female","17174","9701","26875"
"National","kwazulu-natal","Private Health","Male","15533","8260","23793"
"National","kwazulu-natal","Public Health","Female","156166","64306","220472"
"National","kwazulu-natal","Public Health","Male","106314","39109","145423"
"National","limpopo","Private Health","Female","11811","5168","16979"
"National","limpopo","Private Health","Male","9197","3619","12816"
"National","limpopo","Public Health","Female","140916","47586","188502"
"National","limpopo","Public Health","Male","122413","35612","158025"
"National","mpumalanga","Private Health","Female","4025","1732","5757"
"National","mpumalanga","Private Health","Male","3507","1516","5023"
"National","mpumalanga","Public Health","Female","75458","25462","100920"
"National","mpumalanga","Public Health","Male","62690","17774","80464"
"National","northern cape","Private Health","Female","2139","1069","3208"
"National","northern cape","Private Health","Male","1967","817","2784"
"National","northern cape","Public Health","Female","17132","5738","22870"
"National","northern cape","Public Health","Male","13406","4205","17611"
"National","north west","Private Health","Female","5246","2446","7692"
"National","north west","Private Health","Male","4750","2049","6799"
"National","north west","Public Health","Female","78908","27868","106776"
"National","north west","Public Health","Male","65349","20163","85512"
"National","western cape","Private Health","Female","23623","12722","36345"
"National","western cape","Private Health","Male","21255","10985","32240"
"National","western cape","Public Health","Female","46982","15858","62840"
"National","western cape","Public Health","Male","39249","13005","52254"
