"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","914955"
"Janssen Vaccines & Prevention B.V","free state","Adults","486150"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1538714"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1237084"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1076791"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","822925"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","214919"
"Janssen Vaccines & Prevention B.V","north west","Adults","712210"
"Janssen Vaccines & Prevention B.V","western cape","Adults","748779"
"Pfizer","eastern cape","12-17 Years","95526"
"Pfizer","eastern cape","Adults","1121451"
"Pfizer","free state","12-17 Years","77770"
"Pfizer","free state","Adults","589743"
"Pfizer","gauteng","12-17 Years","170173"
"Pfizer","gauteng","Adults","3378206"
"Pfizer","kwazulu-natal","12-17 Years","121376"
"Pfizer","kwazulu-natal","Adults","1640677"
"Pfizer","limpopo","12-17 Years","91985"
"Pfizer","limpopo","Adults","874328"
"Pfizer","mpumalanga","12-17 Years","46484"
"Pfizer","mpumalanga","Adults","470111"
"Pfizer","northern cape","12-17 Years","11829"
"Pfizer","northern cape","Adults","192871"
"Pfizer","north west","12-17 Years","52526"
"Pfizer","north west","Adults","537895"
"Pfizer","western cape","12-17 Years","52570"
"Pfizer","western cape","Adults","1858789"
