"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102957"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119935"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72186"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107573"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51424"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165898"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212140"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90869"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81300"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76065"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153648"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144806"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33410"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","327582"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","560433"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102805"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469219"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108037"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80139"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345456"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58796"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63939"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102882"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67813"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141724"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102798"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97600"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97057"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98901"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275267"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245617"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187128"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244894"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136784"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","416425"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189486"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232603"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71945"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41811"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16377"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28273"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59403"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","297037"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109436"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201213"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110582"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","434468"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121656"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6838"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78144"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47535"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68700"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9648"
