"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","30","0","43","73"
"Janssen Vaccines & Prevention B.V","free state","Adults","12","0","23","35"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","154","0","89","243"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","82","0","49","131"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","46","0","50","96"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","42","0","79","121"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","11","0","28","39"
"Janssen Vaccines & Prevention B.V","north west","Adults","59","0","101","160"
"Janssen Vaccines & Prevention B.V","western cape","Adults","73","0","60","133"
"Pfizer","eastern cape","12-17 Years","17","4","0","21"
"Pfizer","eastern cape","Adults","39","31","104","174"
"Pfizer","free state","12-17 Years","6","8","0","14"
"Pfizer","free state","Adults","17","14","42","73"
"Pfizer","gauteng","12-17 Years","36","25","0","61"
"Pfizer","gauteng","Adults","177","156","171","504"
"Pfizer","kwazulu-natal","12-17 Years","8","6","0","14"
"Pfizer","kwazulu-natal","Adults","45","42","50","137"
"Pfizer","limpopo","12-17 Years","4","12","0","16"
"Pfizer","limpopo","Adults","35","14","45","94"
"Pfizer","mpumalanga","12-17 Years","7","4","0","11"
"Pfizer","mpumalanga","Adults","14","15","29","58"
"Pfizer","northern cape","12-17 Years","0","1","0","1"
"Pfizer","northern cape","Adults","4","5","5","14"
"Pfizer","north west","12-17 Years","8","9","0","17"
"Pfizer","north west","Adults","46","47","82","175"
"Pfizer","western cape","12-17 Years","7","3","0","10"
"Pfizer","western cape","Adults","61","67","121","249"
