"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","489"
"Janssen Vaccines & Prevention B.V","free state","Adults","361"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1503"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","747"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","823"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","855"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","99"
"Janssen Vaccines & Prevention B.V","north west","Adults","415"
"Janssen Vaccines & Prevention B.V","western cape","Adults","327"
"Pfizer","eastern cape","12-17 Years","1263"
"Pfizer","eastern cape","Adults","881"
"Pfizer","free state","12-17 Years","652"
"Pfizer","free state","Adults","469"
"Pfizer","gauteng","12-17 Years","1002"
"Pfizer","gauteng","Adults","2295"
"Pfizer","kwazulu-natal","12-17 Years","793"
"Pfizer","kwazulu-natal","Adults","1133"
"Pfizer","limpopo","12-17 Years","722"
"Pfizer","limpopo","Adults","712"
"Pfizer","mpumalanga","12-17 Years","403"
"Pfizer","mpumalanga","Adults","398"
"Pfizer","northern cape","12-17 Years","45"
"Pfizer","northern cape","Adults","104"
"Pfizer","north west","12-17 Years","289"
"Pfizer","north west","Adults","406"
"Pfizer","western cape","12-17 Years","91"
"Pfizer","western cape","Adults","719"
