"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","489","0","1073","1562"
"Janssen Vaccines & Prevention B.V","free state","Adults","361","0","703","1064"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1503","0","1215","2718"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","747","0","837","1584"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","823","0","1374","2197"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","855","0","856","1711"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","99","0","195","294"
"Janssen Vaccines & Prevention B.V","north west","Adults","415","0","656","1071"
"Janssen Vaccines & Prevention B.V","western cape","Adults","327","0","468","795"
"Pfizer","eastern cape","12-17 Years","1390","1263","0","2653"
"Pfizer","eastern cape","Adults","506","881","1654","3041"
"Pfizer","free state","12-17 Years","740","652","0","1392"
"Pfizer","free state","Adults","328","469","1133","1930"
"Pfizer","gauteng","12-17 Years","798","1002","0","1800"
"Pfizer","gauteng","Adults","1779","2294","3749","7822"
"Pfizer","kwazulu-natal","12-17 Years","471","793","0","1264"
"Pfizer","kwazulu-natal","Adults","931","1133","1522","3586"
"Pfizer","limpopo","12-17 Years","1596","722","0","2318"
"Pfizer","limpopo","Adults","443","712","1634","2789"
"Pfizer","mpumalanga","12-17 Years","432","403","0","835"
"Pfizer","mpumalanga","Adults","273","398","776","1447"
"Pfizer","northern cape","12-17 Years","280","45","0","325"
"Pfizer","northern cape","Adults","110","104","160","374"
"Pfizer","north west","12-17 Years","294","289","0","583"
"Pfizer","north west","Adults","273","406","791","1470"
"Pfizer","western cape","12-17 Years","110","91","0","201"
"Pfizer","western cape","Adults","554","719","2494","3767"
