"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","154","36","190"
"National","eastern cape","Amathole DM","Private Health","Male","92","18","110"
"National","eastern cape","Amathole DM","Public Health","Female","14377","5560","19937"
"National","eastern cape","Amathole DM","Public Health","Male","12371","4565","16936"
"National","eastern cape","A Nzo DM","Public Health","Female","32593","17610","50203"
"National","eastern cape","A Nzo DM","Public Health","Male","28946","13754","42700"
"National","eastern cape","Buffalo City MM","Private Health","Female","2759","1131","3890"
"National","eastern cape","Buffalo City MM","Private Health","Male","2253","870","3123"
"National","eastern cape","Buffalo City MM","Public Health","Female","16307","9459","25766"
"National","eastern cape","Buffalo City MM","Public Health","Male","12969","6710","19679"
"National","eastern cape","C Hani DM","Private Health","Female","217","104","321"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13554","3569","17123"
"National","eastern cape","C Hani DM","Public Health","Male","10932","2612","13544"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","640","357","997"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","479","215","694"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7728","2694","10422"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6885","2174","9059"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3961","2000","5961"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3592","1676","5268"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15606","6431","22037"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12178","4574","16752"
"National","eastern cape","O Tambo DM","Private Health","Female","300","115","415"
"National","eastern cape","O Tambo DM","Private Health","Male","238","111","349"
"National","eastern cape","O Tambo DM","Public Health","Female","43323","17039","60362"
"National","eastern cape","O Tambo DM","Public Health","Male","36534","12789","49323"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1526","1057","2583"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1332","801","2133"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9490","5316","14806"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","7986","3983","11969"
"National","free state","Fezile Dabi DM","Private Health","Female","467","338","805"
"National","free state","Fezile Dabi DM","Private Health","Male","434","274","708"
"National","free state","Fezile Dabi DM","Public Health","Female","12958","4976","17934"
"National","free state","Fezile Dabi DM","Public Health","Male","10656","3612","14268"
"National","free state","Lejweleputswa DM","Private Health","Female","3661","1413","5074"
"National","free state","Lejweleputswa DM","Private Health","Male","2933","1070","4003"
"National","free state","Lejweleputswa DM","Public Health","Female","13840","5219","19059"
"National","free state","Lejweleputswa DM","Public Health","Male","11887","3698","15585"
"National","free state","Mangaung MM","Private Health","Female","2911","1988","4899"
"National","free state","Mangaung MM","Private Health","Male","2401","1517","3918"
"National","free state","Mangaung MM","Public Health","Female","23019","13707","36726"
"National","free state","Mangaung MM","Public Health","Male","20615","11103","31718"
"National","free state","T Mofutsanyana DM","Private Health","Female","1793","1101","2894"
"National","free state","T Mofutsanyana DM","Private Health","Male","1550","897","2447"
"National","free state","T Mofutsanyana DM","Public Health","Female","26329","15244","41573"
"National","free state","T Mofutsanyana DM","Public Health","Male","22653","11538","34191"
"National","free state","Xhariep DM","Public Health","Female","4167","1179","5346"
"National","free state","Xhariep DM","Public Health","Male","3425","803","4228"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10520","6421","16941"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9723","5518","15241"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40125","15133","55258"
"National","gauteng","Ekurhuleni MM","Public Health","Male","31904","11118","43022"
"National","gauteng","Johannesburg MM","Private Health","Female","24756","13408","38164"
"National","gauteng","Johannesburg MM","Private Health","Male","22666","11697","34363"
"National","gauteng","Johannesburg MM","Public Health","Female","45530","16655","62185"
"National","gauteng","Johannesburg MM","Public Health","Male","36993","13073","50066"
"National","gauteng","Sedibeng DM","Private Health","Female","1553","986","2539"
"National","gauteng","Sedibeng DM","Private Health","Male","1376","667","2043"
"National","gauteng","Sedibeng DM","Public Health","Female","13495","5775","19270"
"National","gauteng","Sedibeng DM","Public Health","Male","10678","4479","15157"
"National","gauteng","Tshwane MM","Private Health","Female","11150","6450","17600"
"National","gauteng","Tshwane MM","Private Health","Male","10652","5871","16523"
"National","gauteng","Tshwane MM","Public Health","Female","39380","18495","57875"
"National","gauteng","Tshwane MM","Public Health","Male","30587","13094","43681"
"National","gauteng","West Rand DM","Private Health","Female","2124","1474","3598"
"National","gauteng","West Rand DM","Private Health","Male","1772","1200","2972"
"National","gauteng","West Rand DM","Public Health","Female","17166","8706","25872"
"National","gauteng","West Rand DM","Public Health","Male","14070","6532","20602"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","206","70","276"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","177","53","230"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6408","2785","9193"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4159","1737","5896"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11443","6755","18198"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10705","6008","16713"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14295","5513","19808"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11640","4423","16063"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","341","157","498"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","332","130","462"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12773","7664","20437"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10019","5573","15592"
"National","kwazulu-natal","iLembe DM","Private Health","Female","524","316","840"
"National","kwazulu-natal","iLembe DM","Private Health","Male","469","274","743"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8157","4056","12213"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4824","2178","7002"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","318","127","445"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","300","88","388"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12113","4966","17079"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7910","3037","10947"
"National","kwazulu-natal","Ugu DM","Private Health","Female","868","539","1407"
"National","kwazulu-natal","Ugu DM","Private Health","Male","694","409","1103"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12124","5057","17181"
