"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","866073","0","157987","1024060"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465517","0","96542","562059"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1443161","0","218475","1661636"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1167923","0","187045","1354968"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1059093","0","162916","1222009"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","820097","0","135220","955317"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","209185","0","36085","245270"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","697422","0","120044","817466"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","666243","0","115029","781272"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137625","0","65389","203014"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94511","0","40023","134534"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34195","0","17016","51211"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21989","0","7152","29141"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23485","0","8966","32451"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1376982","1157228","265468","2799678"
"Pfizer","National","eastern cape","12-17 Years","299475","127403","0","426878"
"Pfizer","National","free state","12-17 Years","165699","79677","0","245376"
"Pfizer","National","free state","Adults","689754","605006","147171","1441931"
"Pfizer","National","gauteng","12-17 Years","376220","166752","29","543001"
"Pfizer","National","gauteng","Adults","3968734","3437098","700308","8106140"
"Pfizer","National","kwazulu-natal","Adults","2021809","1680663","343168","4045640"
"Pfizer","National","kwazulu-natal","12-17 Years","285334","131013","13","416360"
"Pfizer","National","limpopo","Adults","1070616","895407","184397","2150420"
"Pfizer","National","limpopo","12-17 Years","289216","101775","2","390993"
"Pfizer","National","mpumalanga","12-17 Years","146401","55902","3","202306"
"Pfizer","National","mpumalanga","Adults","590766","485500","111468","1187734"
"Pfizer","National","northern cape","12-17 Years","37241","15936","0","53177"
"Pfizer","National","northern cape","Adults","231504","197320","38021","466845"
"Pfizer","National","north west","12-17 Years","147093","52183","4","199280"
"Pfizer","National","north west","Adults","636582","548494","117356","1302432"
"Pfizer","National","western cape","12-17 Years","127860","54262","3","182125"
"Pfizer","National","western cape","Adults","2143249","1880817","499748","4523814"
