"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","856246","0","143437","999683"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","462672","0","88990","551662"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1407243","0","198495","1605738"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1149242","0","172948","1322190"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1044905","0","142250","1187155"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","806654","0","120916","927570"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206461","0","33549","240010"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","689951","0","109091","799042"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","655865","0","108014","763879"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60866","0","24219","85085"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137464","0","65383","202847"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94498","0","40023","134521"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21915","0","7151","29066"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23474","0","8964","32438"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1338872","1127254","233662","2699788"
"Pfizer","National","eastern cape","12-17 Years","283819","101589","0","385408"
"Pfizer","National","free state","12-17 Years","171992","79149","0","251141"
"Pfizer","National","free state","Adults","674413","593076","135669","1403158"
"Pfizer","National","gauteng","12-17 Years","393680","170427","14","564121"
"Pfizer","National","gauteng","Adults","3909766","3389092","663612","7962470"
"Pfizer","National","kwazulu-natal","Adults","1982132","1649827","325612","3957571"
"Pfizer","National","kwazulu-natal","12-17 Years","296546","127862","8","424416"
"Pfizer","National","limpopo","Adults","1042720","877775","170716","2091211"
"Pfizer","National","limpopo","12-17 Years","286879","94151","2","381032"
"Pfizer","National","mpumalanga","12-17 Years","147042","48153","0","195195"
"Pfizer","National","mpumalanga","Adults","573994","473778","105344","1153116"
"Pfizer","National","northern cape","12-17 Years","35985","13717","0","49702"
"Pfizer","National","northern cape","Adults","226643","193987","35788","456418"
"Pfizer","National","north west","12-17 Years","153746","52800","4","206550"
"Pfizer","National","north west","Adults","622707","539404","109878","1271989"
"Pfizer","National","western cape","12-17 Years","131216","52854","2","184072"
"Pfizer","National","western cape","Adults","2120410","1862800","480909","4464119"
