"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10397","5100","15497"
"National","eastern cape","Private Health","Male","8817","3967","12784"
"National","eastern cape","Public Health","Female","145344","54160","199504"
"National","eastern cape","Public Health","Male","119261","38362","157623"
"National","free state","Private Health","Female","9184","4622","13806"
"National","free state","Private Health","Male","7559","3556","11115"
"National","free state","Public Health","Female","83695","40539","124234"
"National","free state","Public Health","Male","71554","30432","101986"
"National","gauteng","Private Health","Female","53447","30335","83782"
"National","gauteng","Private Health","Male","49106","26006","75112"
"National","gauteng","Public Health","Female","162585","65766","228351"
"National","gauteng","Public Health","Male","128542","48320","176862"
"National","kwazulu-natal","Private Health","Female","17034","9634","26668"
"National","kwazulu-natal","Private Health","Male","15446","8254","23700"
"National","kwazulu-natal","Public Health","Female","157052","68369","225421"
"National","kwazulu-natal","Public Health","Male","107014","41605","148619"
"National","limpopo","Private Health","Female","11792","5194","16986"
"National","limpopo","Private Health","Male","9181","3623","12804"
"National","limpopo","Public Health","Female","142534","48834","191368"
"National","limpopo","Public Health","Male","123372","36500","159872"
"National","mpumalanga","Private Health","Female","3981","1721","5702"
"National","mpumalanga","Private Health","Male","3469","1520","4989"
"National","mpumalanga","Public Health","Female","76414","26540","102954"
"National","mpumalanga","Public Health","Male","63178","18372","81550"
"National","northern cape","Private Health","Female","2118","1056","3174"
"National","northern cape","Private Health","Male","1947","815","2762"
"National","northern cape","Public Health","Female","17888","6842","24730"
"National","northern cape","Public Health","Male","14032","5004","19036"
"National","north west","Private Health","Female","5209","2422","7631"
"National","north west","Private Health","Male","4720","2036","6756"
"National","north west","Public Health","Female","78629","28007","106636"
"National","north west","Public Health","Male","65188","20335","85523"
"National","western cape","Private Health","Female","23454","12710","36164"
"National","western cape","Private Health","Male","21137","10984","32121"
"National","western cape","Public Health","Female","47215","16017","63232"
"National","western cape","Public Health","Male","39410","13143","52553"
