"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","917112"
"Janssen Vaccines & Prevention B.V","free state","Adults","487066"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1544710"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1243742"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1079088"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","828569"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215925"
"Janssen Vaccines & Prevention B.V","north west","Adults","713425"
"Janssen Vaccines & Prevention B.V","western cape","Adults","750478"
"Pfizer","eastern cape","12-17 Years","101589"
"Pfizer","eastern cape","Adults","1127256"
"Pfizer","free state","12-17 Years","79149"
"Pfizer","free state","Adults","593076"
"Pfizer","gauteng","12-17 Years","170427"
"Pfizer","gauteng","Adults","3389106"
"Pfizer","kwazulu-natal","12-17 Years","127862"
"Pfizer","kwazulu-natal","Adults","1649832"
"Pfizer","limpopo","12-17 Years","94151"
"Pfizer","limpopo","Adults","877775"
"Pfizer","mpumalanga","12-17 Years","48153"
"Pfizer","mpumalanga","Adults","473779"
"Pfizer","northern cape","12-17 Years","13717"
"Pfizer","northern cape","Adults","193987"
"Pfizer","north west","12-17 Years","52800"
"Pfizer","north west","Adults","539406"
"Pfizer","western cape","12-17 Years","52854"
"Pfizer","western cape","Adults","1862812"
