"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10680","4823","15503"
"National","eastern cape","Private Health","Male","8880","3685","12565"
"National","eastern cape","Public Health","Female","122603","30055","152658"
"National","eastern cape","Public Health","Male","98407","19816","118223"
"National","free state","Private Health","Female","8892","3917","12809"
"National","free state","Private Health","Male","7258","2974","10232"
"National","free state","Public Health","Female","77996","31603","109599"
"National","free state","Public Health","Male","66192","22949","89141"
"National","gauteng","Private Health","Female","54199","28410","82609"
"National","gauteng","Private Health","Male","49202","24066","73268"
"National","gauteng","Public Health","Female","147904","49739","197643"
"National","gauteng","Public Health","Male","116770","36544","153314"
"National","kwazulu-natal","Private Health","Female","17465","9299","26764"
"National","kwazulu-natal","Private Health","Male","15739","7830","23569"
"National","kwazulu-natal","Public Health","Female","123325","36861","160186"
"National","kwazulu-natal","Public Health","Male","83592","22390","105982"
"National","limpopo","Private Health","Female","10719","4463","15182"
"National","limpopo","Private Health","Male","8421","3198","11619"
"National","limpopo","Public Health","Female","115894","32675","148569"
"National","limpopo","Public Health","Male","97285","24523","121808"
"National","mpumalanga","Private Health","Female","4040","1593","5633"
"National","mpumalanga","Private Health","Male","3516","1373","4889"
"National","mpumalanga","Public Health","Female","64800","16570","81370"
"National","mpumalanga","Public Health","Male","54655","11994","66649"
"National","northern cape","Private Health","Female","2141","986","3127"
"National","northern cape","Private Health","Male","1936","728","2664"
"National","northern cape","Public Health","Female","11898","3419","15317"
"National","northern cape","Public Health","Male","9502","2552","12054"
"National","north west","Private Health","Female","5249","2300","7549"
"National","north west","Private Health","Male","4731","1932","6663"
"National","north west","Public Health","Female","73075","21312","94387"
"National","north west","Public Health","Male","60398","15252","75650"
"National","western cape","Private Health","Female","23652","11629","35281"
"National","western cape","Private Health","Male","21101","9894","30995"
"National","western cape","Public Health","Female","46599","14743","61342"
"National","western cape","Public Health","Male","38647","12014","50661"
