"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","16"
"Janssen Vaccines & Prevention B.V","free state","Adults","5"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","97"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","95"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","4"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","16"
"Janssen Vaccines & Prevention B.V","north west","Adults","18"
"Janssen Vaccines & Prevention B.V","western cape","Adults","11"
"Pfizer","eastern cape","12-17 Years","1"
"Pfizer","eastern cape","Adults","26"
"Pfizer","free state","12-17 Years","5"
"Pfizer","free state","Adults","5"
"Pfizer","gauteng","12-17 Years","37"
"Pfizer","gauteng","Adults","193"
"Pfizer","kwazulu-natal","12-17 Years","31"
"Pfizer","kwazulu-natal","Adults","88"
"Pfizer","limpopo","12-17 Years","9"
"Pfizer","limpopo","Adults","25"
"Pfizer","mpumalanga","12-17 Years","5"
"Pfizer","mpumalanga","Adults","12"
"Pfizer","northern cape","12-17 Years","3"
"Pfizer","northern cape","Adults","11"
"Pfizer","north west","12-17 Years","9"
"Pfizer","north west","Adults","69"
"Pfizer","western cape","12-17 Years","17"
"Pfizer","western cape","Adults","35"
