"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","92"
"Janssen Vaccines & Prevention B.V","free state","Adults","72"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","353"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","325"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","199"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","464"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","57"
"Janssen Vaccines & Prevention B.V","north west","Adults","72"
"Janssen Vaccines & Prevention B.V","western cape","Adults","94"
"Pfizer","eastern cape","12-17 Years","530"
"Pfizer","eastern cape","Adults","207"
"Pfizer","free state","12-17 Years","294"
"Pfizer","free state","Adults","154"
"Pfizer","gauteng","12-17 Years","160"
"Pfizer","gauteng","Adults","500"
"Pfizer","kwazulu-natal","12-17 Years","658"
"Pfizer","kwazulu-natal","Adults","456"
"Pfizer","limpopo","12-17 Years","205"
"Pfizer","limpopo","Adults","321"
"Pfizer","mpumalanga","12-17 Years","204"
"Pfizer","mpumalanga","Adults","256"
"Pfizer","northern cape","12-17 Years","341"
"Pfizer","northern cape","Adults","79"
"Pfizer","north west","12-17 Years","28"
"Pfizer","north west","Adults","69"
"Pfizer","western cape","12-17 Years","37"
"Pfizer","western cape","Adults","166"
