"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","119"
"Janssen Vaccines & Prevention B.V","free state","Adults","23"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","406"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","193"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","132"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","130"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","43"
"Janssen Vaccines & Prevention B.V","north west","Adults","72"
"Janssen Vaccines & Prevention B.V","western cape","Adults","122"
"Pfizer","eastern cape","12-17 Years","384"
"Pfizer","eastern cape","Adults","359"
"Pfizer","free state","12-17 Years","25"
"Pfizer","free state","Adults","64"
"Pfizer","gauteng","12-17 Years","60"
"Pfizer","gauteng","Adults","298"
"Pfizer","kwazulu-natal","12-17 Years","38"
"Pfizer","kwazulu-natal","Adults","110"
"Pfizer","limpopo","12-17 Years","186"
"Pfizer","limpopo","Adults","147"
"Pfizer","mpumalanga","12-17 Years","109"
"Pfizer","mpumalanga","Adults","100"
"Pfizer","northern cape","12-17 Years","3"
"Pfizer","northern cape","Adults","25"
"Pfizer","north west","12-17 Years","26"
"Pfizer","north west","Adults","70"
"Pfizer","western cape","12-17 Years","42"
"Pfizer","western cape","Adults","86"
