"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","119","0","95","214"
"Janssen Vaccines & Prevention B.V","free state","Adults","23","0","57","80"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","406","0","190","596"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","193","0","138","331"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","132","0","251","383"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","130","0","148","278"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","43","0","16","59"
"Janssen Vaccines & Prevention B.V","north west","Adults","72","0","110","182"
"Janssen Vaccines & Prevention B.V","western cape","Adults","122","0","68","190"
"Pfizer","eastern cape","12-17 Years","496","384","0","880"
"Pfizer","eastern cape","Adults","253","359","391","1003"
"Pfizer","free state","12-17 Years","5","25","0","30"
"Pfizer","free state","Adults","37","64","91","192"
"Pfizer","gauteng","12-17 Years","97","60","0","157"
"Pfizer","gauteng","Adults","267","298","366","931"
"Pfizer","kwazulu-natal","12-17 Years","24","38","0","62"
"Pfizer","kwazulu-natal","Adults","105","110","96","311"
"Pfizer","limpopo","12-17 Years","435","186","0","621"
"Pfizer","limpopo","Adults","171","147","198","516"
"Pfizer","mpumalanga","12-17 Years","104","109","0","213"
"Pfizer","mpumalanga","Adults","89","100","49","238"
"Pfizer","northern cape","12-17 Years","18","3","0","21"
"Pfizer","northern cape","Adults","15","25","15","55"
"Pfizer","north west","12-17 Years","11","26","0","37"
"Pfizer","north west","Adults","61","70","69","200"
"Pfizer","western cape","12-17 Years","35","42","0","77"
"Pfizer","western cape","Adults","118","86","122","326"
