"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","864540","0","156307","1020847"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465197","0","95898","561095"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1437800","0","215607","1653407"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1165844","0","185556","1351400"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1057697","0","160890","1218587"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","818549","0","133179","951728"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208909","0","35710","244619"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","696397","0","118210","814607"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","664685","0","113812","778497"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137612","0","65388","203000"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94508","0","40023","134531"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34192","0","17016","51208"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21988","0","7152","29140"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94621","0","61527","156148"
"Pfizer","National","eastern cape","Adults","1370702","1153950","260226","2784878"
"Pfizer","National","eastern cape","12-17 Years","301714","127706","0","429420"
"Pfizer","National","free state","12-17 Years","167329","80109","0","247438"
"Pfizer","National","free state","Adults","687596","603837","146230","1437663"
"Pfizer","National","gauteng","12-17 Years","379508","167828","27","547363"
"Pfizer","National","gauteng","Adults","3959891","3431380","695383","8086654"
"Pfizer","National","kwazulu-natal","Adults","2017188","1677878","341698","4036764"
"Pfizer","National","kwazulu-natal","12-17 Years","288116","132055","12","420183"
"Pfizer","National","limpopo","Adults","1066409","893553","182694","2142656"
"Pfizer","National","limpopo","12-17 Years","291256","102221","2","393479"
"Pfizer","National","mpumalanga","12-17 Years","147697","56088","1","203786"
"Pfizer","National","mpumalanga","Adults","588650","484345","110544","1183539"
"Pfizer","National","northern cape","12-17 Years","37292","15887","0","53179"
"Pfizer","National","northern cape","Adults","230828","196923","37707","465458"
"Pfizer","National","north west","12-17 Years","148326","52423","4","200753"
"Pfizer","National","north west","Adults","634165","547177","116109","1297451"
"Pfizer","National","western cape","12-17 Years","129304","54610","3","183917"
"Pfizer","National","western cape","Adults","2139881","1878771","496975","4515627"
