"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","103289"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","120183"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72280"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","108004"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51524"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","166334"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212745"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","91054"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81395"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76143"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153726"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144878"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33451"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","330164"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","563816"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102988"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","470188"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108260"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80258"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","347089"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58861"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","64173"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102952"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67856"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","142402"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102944"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97682"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97176"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98961"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275771"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245966"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187456"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","245550"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","137146"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","417738"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189823"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232976"
