"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","5"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","72"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","66"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","7"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","12"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","82"
"Janssen Vaccines & Prevention B.V","western cape","Adults","4"
"Pfizer","eastern cape","12-17 Years","0"
"Pfizer","eastern cape","Adults","5"
"Pfizer","gauteng","12-17 Years","15"
"Pfizer","gauteng","Adults","67"
"Pfizer","kwazulu-natal","12-17 Years","36"
"Pfizer","kwazulu-natal","Adults","99"
"Pfizer","limpopo","12-17 Years","25"
"Pfizer","limpopo","Adults","20"
"Pfizer","mpumalanga","12-17 Years","2"
"Pfizer","mpumalanga","Adults","5"
"Pfizer","north west","12-17 Years","18"
"Pfizer","north west","Adults","51"
"Pfizer","western cape","12-17 Years","4"
"Pfizer","western cape","Adults","10"
