"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","857980","0","146812","1004792"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463295","0","90730","554025"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1412642","0","201780","1614422"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1153223","0","176250","1329473"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1047048","0","145437","1192485"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","809329","0","124002","933331"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206812","0","33847","240659"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690967","0","110458","801425"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","657537","0","109340","766877"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60870","0","24221","85091"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137549","0","65384","202933"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94503","0","40024","134527"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21919","0","7151","29070"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23476","0","8965","32441"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1344564","1132646","239157","2716367"
"Pfizer","National","eastern cape","12-17 Years","289433","109141","0","398574"
"Pfizer","National","free state","12-17 Years","171683","79653","0","251336"
"Pfizer","National","free state","Adults","677071","595682","138515","1411268"
"Pfizer","National","gauteng","12-17 Years","391314","170523","15","561852"
"Pfizer","National","gauteng","Adults","3920267","3398736","670880","7989883"
"Pfizer","National","kwazulu-natal","Adults","1990575","1657832","330382","3978789"
"Pfizer","National","kwazulu-natal","12-17 Years","297347","132077","9","429433"
"Pfizer","National","limpopo","Adults","1046836","881194","172847","2100877"
"Pfizer","National","limpopo","12-17 Years","289807","96673","2","386482"
"Pfizer","National","mpumalanga","12-17 Years","148023","49948","0","197971"
"Pfizer","National","mpumalanga","Adults","576791","476011","106793","1159595"
"Pfizer","National","northern cape","12-17 Years","36440","14244","0","50684"
"Pfizer","National","northern cape","Adults","227423","194495","36057","457975"
"Pfizer","National","north west","12-17 Years","152772","52764","4","205540"
"Pfizer","National","north west","Adults","624662","540743","110746","1276151"
"Pfizer","National","western cape","12-17 Years","132434","53432","2","185868"
"Pfizer","National","western cape","Adults","2124562","1866558","485101","4476221"
