"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","856655","0","144093","1000748"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","462781","0","89324","552105"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1408439","0","199246","1607685"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1150151","0","173680","1323831"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1045320","0","143003","1188323"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","807240","0","121569","928809"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206515","0","33584","240099"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690138","0","109408","799546"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","656237","0","108292","764529"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60866","0","24220","85086"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137494","0","65383","202877"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94498","0","40024","134522"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21917","0","7151","29068"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1340042","1128349","234837","2703228"
"Pfizer","National","eastern cape","12-17 Years","284628","102835","0","387463"
"Pfizer","National","free state","12-17 Years","171808","79246","0","251054"
"Pfizer","National","free state","Adults","675057","593596","136239","1404892"
"Pfizer","National","gauteng","12-17 Years","393142","170499","15","563656"
"Pfizer","National","gauteng","Adults","3912029","3391277","665268","7968574"
"Pfizer","National","kwazulu-natal","Adults","1983956","1651584","326802","3962342"
"Pfizer","National","kwazulu-natal","12-17 Years","296535","128958","8","425501"
"Pfizer","National","limpopo","Adults","1043500","878344","171109","2092953"
"Pfizer","National","limpopo","12-17 Years","287350","94491","2","381843"
"Pfizer","National","mpumalanga","12-17 Years","147071","48510","0","195581"
"Pfizer","National","mpumalanga","Adults","574633","474262","105803","1154698"
"Pfizer","National","northern cape","12-17 Years","36077","13764","0","49841"
"Pfizer","National","northern cape","Adults","226801","194049","35826","456676"
"Pfizer","National","north west","12-17 Years","153531","52802","4","206337"
"Pfizer","National","north west","Adults","623150","539734","110121","1273005"
"Pfizer","National","western cape","12-17 Years","131156","52887","2","184045"
"Pfizer","National","western cape","Adults","2121361","1863885","481818","4467064"
