"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10377","5095","15472"
"National","eastern cape","Private Health","Male","8795","3963","12758"
"National","eastern cape","Public Health","Female","145894","54849","200743"
"National","eastern cape","Public Health","Male","119562","38928","158490"
"National","free state","Private Health","Female","9177","4615","13792"
"National","free state","Private Health","Male","7560","3558","11118"
"National","free state","Public Health","Female","83598","40581","124179"
"National","free state","Public Health","Male","71473","30492","101965"
"National","gauteng","Private Health","Female","53350","30329","83679"
"National","gauteng","Private Health","Male","49009","26029","75038"
"National","gauteng","Public Health","Female","162400","65794","228194"
"National","gauteng","Public Health","Male","128383","48347","176730"
"National","kwazulu-natal","Private Health","Female","16998","9636","26634"
"National","kwazulu-natal","Private Health","Male","15432","8262","23694"
"National","kwazulu-natal","Public Health","Female","157048","69065","226113"
"National","kwazulu-natal","Public Health","Male","107057","41995","149052"
"National","limpopo","Private Health","Female","11798","5197","16995"
"National","limpopo","Private Health","Male","9207","3633","12840"
"National","limpopo","Public Health","Female","142798","49038","191836"
"National","limpopo","Public Health","Male","123547","36623","160170"
"National","mpumalanga","Private Health","Female","3970","1719","5689"
"National","mpumalanga","Private Health","Male","3466","1525","4991"
"National","mpumalanga","Public Health","Female","76456","26786","103242"
"National","mpumalanga","Public Health","Male","63179","18480","81659"
"National","northern cape","Private Health","Female","2123","1053","3176"
"National","northern cape","Private Health","Male","1949","815","2764"
"National","northern cape","Public Health","Female","17931","6869","24800"
"National","northern cape","Public Health","Male","14074","5027","19101"
"National","north west","Private Health","Female","5205","2419","7624"
"National","north west","Private Health","Male","4708","2038","6746"
"National","north west","Public Health","Female","78511","27993","106504"
"National","north west","Public Health","Male","65107","20352","85459"
"National","western cape","Private Health","Female","23397","12704","36101"
"National","western cape","Private Health","Male","21124","10987","32111"
"National","western cape","Public Health","Female","47207","16027","63234"
"National","western cape","Public Health","Male","39428","13169","52597"
