"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","13"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","13"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","2"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","5"
"Janssen Vaccines & Prevention B.V","north west","Adults","7"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1"
"Pfizer","eastern cape","Adults","0"
"Pfizer","gauteng","12-17 Years","1"
"Pfizer","gauteng","Adults","14"
"Pfizer","kwazulu-natal","12-17 Years","2"
"Pfizer","kwazulu-natal","Adults","16"
"Pfizer","limpopo","12-17 Years","1"
"Pfizer","limpopo","Adults","3"
"Pfizer","mpumalanga","Adults","0"
"Pfizer","north west","12-17 Years","0"
"Pfizer","north west","Adults","15"
"Pfizer","western cape","Adults","0"
