"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","13","0","7","20"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","13","0","4","17"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","2","0","3","5"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","5","0","1","6"
"Janssen Vaccines & Prevention B.V","north west","Adults","7","0","35","42"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","1","2"
"Pfizer","eastern cape","Adults","0","0","1","1"
"Pfizer","gauteng","12-17 Years","3","1","0","4"
"Pfizer","gauteng","Adults","9","14","8","31"
"Pfizer","kwazulu-natal","12-17 Years","2","2","0","4"
"Pfizer","kwazulu-natal","Adults","8","16","16","40"
"Pfizer","limpopo","12-17 Years","2","1","0","3"
"Pfizer","limpopo","Adults","7","3","7","17"
"Pfizer","mpumalanga","Adults","1","0","0","1"
"Pfizer","north west","12-17 Years","3","0","0","3"
"Pfizer","north west","Adults","5","15","8","28"
"Pfizer","western cape","Adults","0","0","1","1"
