"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","463","0","1131","1594"
"Janssen Vaccines & Prevention B.V","free state","Adults","252","0","487","739"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1158","0","805","1963"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","583","0","667","1250"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","583","0","1022","1605"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","725","0","774","1499"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","86","0","173","259"
"Janssen Vaccines & Prevention B.V","north west","Adults","227","0","445","672"
"Janssen Vaccines & Prevention B.V","western cape","Adults","228","0","291","519"
"Pfizer","eastern cape","12-17 Years","1119","1116","0","2235"
"Pfizer","eastern cape","Adults","373","721","1340","2434"
"Pfizer","free state","12-17 Years","488","262","0","750"
"Pfizer","free state","Adults","233","364","573","1170"
"Pfizer","gauteng","12-17 Years","991","622","0","1613"
"Pfizer","gauteng","Adults","1216","1558","1890","4664"
"Pfizer","kwazulu-natal","12-17 Years","1072","660","0","1732"
"Pfizer","kwazulu-natal","Adults","890","878","956","2724"
"Pfizer","limpopo","12-17 Years","1859","704","0","2563"
"Pfizer","limpopo","Adults","344","496","985","1825"
"Pfizer","mpumalanga","12-17 Years","638","636","0","1274"
"Pfizer","mpumalanga","Adults","338","331","500","1169"
"Pfizer","northern cape","12-17 Years","388","219","0","607"
"Pfizer","northern cape","Adults","120","113","104","337"
"Pfizer","north west","12-17 Years","269","267","0","536"
"Pfizer","north west","Adults","192","248","358","798"
"Pfizer","western cape","12-17 Years","173","68","0","241"
"Pfizer","western cape","Adults","413","473","1096","1982"
