"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","463"
"Janssen Vaccines & Prevention B.V","free state","Adults","252"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1158"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","583"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","583"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","725"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","86"
"Janssen Vaccines & Prevention B.V","north west","Adults","227"
"Janssen Vaccines & Prevention B.V","western cape","Adults","228"
"Pfizer","eastern cape","12-17 Years","1116"
"Pfizer","eastern cape","Adults","721"
"Pfizer","free state","12-17 Years","262"
"Pfizer","free state","Adults","364"
"Pfizer","gauteng","12-17 Years","622"
"Pfizer","gauteng","Adults","1558"
"Pfizer","kwazulu-natal","12-17 Years","660"
"Pfizer","kwazulu-natal","Adults","878"
"Pfizer","limpopo","12-17 Years","704"
"Pfizer","limpopo","Adults","496"
"Pfizer","mpumalanga","12-17 Years","636"
"Pfizer","mpumalanga","Adults","331"
"Pfizer","northern cape","12-17 Years","219"
"Pfizer","northern cape","Adults","113"
"Pfizer","north west","12-17 Years","267"
"Pfizer","north west","Adults","248"
"Pfizer","western cape","12-17 Years","68"
"Pfizer","western cape","Adults","473"
